uniprot,cluster,fnat,fnat_correct,fnat_total,fnonnat,fnonnat_nnative,fnonnat_model,irms,lrms,dockq,capri
B5XAZ0,U10-003,0.964,27.0,28.0,0.0,0.0,27.0,0.187,0.211,0.983,High
P32527,067,0.944,34.0,36.0,0.227,10.0,44.0,1.303,1.232,0.831,High
P35520,205,0.263,10.0,38.0,0.8,40.0,50.0,13.048,24.335,0.128,Incorrect
P28482,282,0.514,19.0,37.0,0.732,52.0,71.0,12.727,15.976,0.249,Acceptable
,,,,,,,,,,,Incorrect
B5XAZ0,097,0.5,3.0,6.0,0.889,24.0,27.0,4.151,22.081,0.248,Acceptable
Q02750,U100-009,0.945,69.0,73.0,0.179,15.0,84.0,2.099,1.416,0.752,Medium
Q02750,U10-000,0.91,71.0,78.0,0.155,13.0,84.0,2.148,1.563,0.735,Medium
P53686,011,0.0,0.0,17.0,1.0,42.0,42.0,6.385,10.754,0.146,Incorrect
P35520,009,0.318,7.0,22.0,0.86,43.0,50.0,14.467,19.195,0.164,Incorrect
P29350,028,0.0,0.0,0.0,1.0,20.0,20.0,26.441,73.038,0.006,Incorrect
,,,,,,,,,,,Incorrect
P00523,039,0.333,2.0,6.0,0.968,61.0,63.0,8.712,53.795,0.129,Incorrect
P00523,089,0.0,0.0,10.0,1.0,63.0,63.0,13.215,52.499,0.013,Incorrect
P53686,076,0.2,1.0,5.0,0.976,41.0,42.0,4.796,12.13,0.206,Incorrect
P53686,024,0.292,7.0,24.0,0.833,35.0,42.0,7.195,5.027,0.358,Acceptable
P31016,U10-004,0.909,10.0,11.0,0.091,1.0,11.0,0.65,1.917,0.901,High
P28482,209,0.605,52.0,86.0,0.268,19.0,71.0,2.395,5.391,0.533,Medium
P53042,U10-003,0.826,19.0,23.0,0.587,27.0,46.0,3.01,9.105,0.497,Medium
O76074,U100-006,0.8,4.0,5.0,0.429,3.0,7.0,2.53,8.122,0.528,Medium
Q02750,U10-003,0.972,69.0,71.0,0.179,15.0,84.0,2.527,1.775,0.73,Medium
Q6GQQ9,U100-000,0.28,7.0,25.0,0.821,32.0,39.0,6.006,15.842,0.187,Incorrect
P35520,168,0.118,9.0,76.0,0.82,41.0,50.0,21.012,45.373,0.052,Incorrect
Q63450,199,0.0,0.0,5.0,1.0,73.0,73.0,8.248,35.522,0.029,Incorrect
P00579,U10-009,0.0,0.0,0.0,0.0,0.0,0.0,3.059,58.458,0.072,Incorrect
P35520,117,0.192,5.0,26.0,0.9,45.0,50.0,17.372,39.425,0.081,Incorrect
P29350,034,0.0,0.0,1.0,1.0,20.0,20.0,25.656,82.199,0.005,Incorrect
P35520,189,0.2,7.0,35.0,0.86,43.0,50.0,18.469,35.427,0.087,Incorrect
P62826,080,0.0,0.0,32.0,1.0,2.0,2.0,28.343,72.647,0.005,Incorrect
,,,,,,,,,,,Incorrect
Q3KK31,073,0.083,2.0,24.0,0.982,108.0,110.0,15.379,47.167,0.041,Incorrect
P29350,U10-001,0.0,0.0,1.0,1.0,20.0,20.0,6.615,35.098,0.035,Incorrect
,,,,,,,,,,,Incorrect
Q96BN8,U100-003,0.612,90.0,147.0,0.189,21.0,111.0,5.205,36.839,0.246,Acceptable
B5XAZ0,081,0.429,3.0,7.0,0.889,24.0,27.0,9.153,13.646,0.245,Acceptable
Q63450,U10-006,0.66,31.0,47.0,0.575,42.0,73.0,6.11,16.137,0.311,Acceptable
Q6GQQ9,015,0.32,8.0,25.0,0.795,31.0,39.0,10.058,28.285,0.142,Incorrect
P35520,125,0.212,7.0,33.0,0.86,43.0,50.0,24.264,32.879,0.093,Incorrect
,,,,,,,,,,,Incorrect
P13864,U100-002,0.0,0.0,0.0,1.0,1.0,1.0,4.456,10.469,0.166,Incorrect
P14633,015,0.0,0.0,4.0,1.0,13.0,13.0,14.984,57.337,0.01,Incorrect
P28482,201,0.562,45.0,80.0,0.366,26.0,71.0,2.61,6.045,0.492,Medium
P35520,070,0.145,9.0,62.0,0.82,41.0,50.0,11.761,43.134,0.066,Incorrect
O60741,U100-004,0.357,10.0,28.0,0.831,49.0,59.0,14.139,31.94,0.145,Incorrect
D2AJU0,011,0.0,0.0,19.0,1.0,40.0,40.0,12.037,57.459,0.012,Incorrect
P12931,125,0.0,0.0,2.0,1.0,60.0,60.0,7.262,56.713,0.021,Incorrect
Q63450,118,0.0,0.0,10.0,1.0,73.0,73.0,11.15,28.557,0.033,Incorrect
,,,,,,,,,,,Incorrect
P29350,U100-008,1.0,15.0,15.0,0.25,5.0,20.0,1.68,2.822,0.781,Medium
P32527,U100-003,0.933,42.0,45.0,0.045,2.0,44.0,0.352,0.516,0.959,High
P12931,142,0.0,0.0,196.0,1.0,60.0,60.0,18.896,47.302,0.013,Incorrect
Q8NQJ3,083,0.0,0.0,2.0,0.0,0.0,0.0,6.227,14.95,0.1,Incorrect
P28482,U10-003,0.727,56.0,77.0,0.211,15.0,71.0,1.568,3.614,0.684,Medium
P31016,U100-003,0.917,11.0,12.0,0.0,0.0,11.0,0.527,1.523,0.925,High
,,,,,,,,,,,Incorrect
Q58719,U100-000,0.735,61.0,83.0,0.076,5.0,66.0,6.46,16.444,0.332,Acceptable
P29350,U100-003,0.944,17.0,18.0,0.15,3.0,20.0,1.324,2.104,0.816,High
P28482,107,0.569,37.0,65.0,0.479,34.0,71.0,4.44,7.528,0.411,Acceptable
P32527,U10-001,0.946,35.0,37.0,0.205,9.0,44.0,1.32,1.176,0.83,High
Q63450,262,0.673,33.0,49.0,0.548,40.0,73.0,5.695,13.842,0.337,Acceptable
Q63450,077,0.0,0.0,34.0,1.0,73.0,73.0,15.26,42.205,0.016,Incorrect
P62826,076,1.0,1.0,1.0,0.5,1.0,2.0,1.989,31.235,0.477,Acceptable
P00523,042,0.5,1.0,2.0,0.984,62.0,63.0,3.952,32.985,0.229,Incorrect
Q3KK31,099,0.2,3.0,15.0,0.973,107.0,110.0,14.186,50.067,0.08,Incorrect
Q3KK31,038,0.182,2.0,11.0,0.982,108.0,110.0,12.404,55.868,0.073,Incorrect
B5XAZ0,115,0.476,10.0,21.0,0.63,17.0,27.0,7.363,9.901,0.313,Acceptable
P32527,U100-007,0.932,41.0,44.0,0.068,3.0,44.0,0.259,0.334,0.967,High
P12931,161,0.0,0.0,3.0,1.0,60.0,60.0,9.506,62.75,0.014,Incorrect
P27577,031,0.406,13.0,32.0,0.705,31.0,44.0,6.219,14.124,0.242,Acceptable
P62826,075,0.071,1.0,14.0,0.5,1.0,2.0,18.791,55.352,0.034,Incorrect
P28482,038,0.179,15.0,84.0,0.789,56.0,71.0,12.901,28.47,0.091,Incorrect
P35520,050,0.07,5.0,71.0,0.9,45.0,50.0,22.837,30.903,0.048,Incorrect
Q83RJ4,008,0.0,0.0,1.0,1.0,43.0,43.0,19.187,51.358,0.011,Incorrect
P00520,U10-003,0.098,5.0,51.0,0.933,70.0,75.0,22.214,80.033,0.038,Incorrect
Q6GQQ9,U10-005,0.304,7.0,23.0,0.821,32.0,39.0,7.412,18.809,0.171,Incorrect
P13864,U10-000,0.0,0.0,91.0,1.0,1.0,1.0,21.885,44.303,0.013,Incorrect
B5XAZ0,075,0.231,3.0,13.0,0.889,24.0,27.0,10.253,18.344,0.143,Incorrect
P29350,007,0.0,0.0,0.0,1.0,20.0,20.0,8.284,52.343,0.019,Incorrect
Q6GQQ9,U10-007,0.444,8.0,18.0,0.795,31.0,39.0,10.36,34.811,0.174,Incorrect
Q96BN8,029,0.149,20.0,134.0,0.82,91.0,111.0,11.583,58.888,0.062,Incorrect
P00523,U100-002,0.938,30.0,32.0,0.524,33.0,63.0,2.0,9.327,0.584,Medium
P28482,261,0.514,38.0,74.0,0.465,33.0,71.0,3.693,6.995,0.417,Acceptable
P32527,040,0.921,35.0,38.0,0.205,9.0,44.0,1.214,1.335,0.834,High
P07038,U100-005,0.8,4.0,5.0,0.0,0.0,4.0,2.122,2.125,0.691,Medium
,,,,,,,,,,,Incorrect
P28482,012,0.487,39.0,80.0,0.451,32.0,71.0,2.074,3.706,0.557,Medium
Q95PM0,U100-001,0.941,48.0,51.0,0.111,6.0,54.0,0.389,0.45,0.958,High
Q58719,000,0.701,54.0,77.0,0.182,12.0,66.0,4.81,9.704,0.408,Acceptable
Q3KK31,095,0.2,3.0,15.0,0.973,107.0,110.0,14.783,68.178,0.075,Incorrect
P12931,157,0.0,0.0,8.0,1.0,60.0,60.0,11.067,49.682,0.015,Incorrect
Q8RT31,U10-004,0.444,20.0,45.0,0.697,46.0,66.0,3.898,7.096,0.388,Acceptable
,,,,,,,,,,,Incorrect
P62826,035,0.0,0.0,46.0,1.0,2.0,2.0,28.198,70.183,0.006,Incorrect
Q6GQQ9,019,0.35,7.0,20.0,0.821,32.0,39.0,9.876,34.677,0.143,Incorrect
,,,,,,,,,,,Incorrect
Q63450,028,0.023,1.0,44.0,0.986,72.0,73.0,8.569,18.067,0.078,Incorrect
P28482,015,0.238,15.0,63.0,0.789,56.0,71.0,13.96,23.056,0.123,Incorrect
P32527,076,0.878,36.0,41.0,0.182,8.0,44.0,1.181,1.284,0.824,High
P35520,079,0.12,3.0,25.0,0.94,47.0,50.0,15.509,30.997,0.066,Incorrect
P00523,109,0.0,0.0,68.0,1.0,63.0,63.0,17.172,45.652,0.014,Incorrect
O08967,034,1.0,4.0,4.0,0.933,56.0,60.0,3.708,53.873,0.388,Acceptable
P28482,000,0.716,58.0,81.0,0.183,13.0,71.0,1.833,4.702,0.628,Medium
P12931,038,0.0,0.0,7.0,1.0,60.0,60.0,3.939,62.665,0.048,Incorrect
P28482,006,0.629,44.0,70.0,0.38,27.0,71.0,1.631,3.659,0.643,Medium
P32527,036,0.944,34.0,36.0,0.227,10.0,44.0,1.15,1.189,0.852,High
P31016,065,0.0,0.0,13.0,1.0,11.0,11.0,15.526,56.731,0.01,Incorrect
Q8NQJ3,056,0.0,0.0,27.0,0.0,0.0,0.0,9.335,41.266,0.022,Incorrect
B5XAZ0,024,0.931,27.0,29.0,0.0,0.0,27.0,0.641,1.825,0.911,High
Q63450,026,0.277,13.0,47.0,0.822,60.0,73.0,8.136,16.761,0.171,Incorrect
P62826,100,0.333,1.0,3.0,0.5,1.0,2.0,6.078,36.657,0.147,Incorrect
P12931,106,0.125,5.0,40.0,0.917,55.0,60.0,8.934,45.217,0.062,Incorrect
P12931,122,0.0,0.0,3.0,1.0,60.0,60.0,11.667,59.556,0.012,Incorrect
P35520,085,0.117,11.0,94.0,0.78,39.0,50.0,21.72,54.639,0.048,Incorrect
,,,,,,,,,,,Incorrect
P31016,070,0.0,0.0,0.0,1.0,11.0,11.0,7.745,43.481,0.024,Incorrect
P28482,040,0.416,32.0,77.0,0.549,39.0,71.0,9.465,25.768,0.179,Incorrect
P28482,U100-001,0.784,58.0,74.0,0.183,13.0,71.0,1.756,4.396,0.665,Medium
P62826,023,0.022,1.0,45.0,0.5,1.0,2.0,19.269,66.176,0.015,Incorrect
P35520,134,0.226,7.0,31.0,0.86,43.0,50.0,23.788,54.105,0.085,Incorrect
P35520,162,0.117,7.0,60.0,0.86,43.0,50.0,19.63,42.109,0.054,Incorrect
P28482,192,0.603,38.0,63.0,0.465,33.0,71.0,3.698,7.676,0.432,Acceptable
P22681,009,0.114,5.0,44.0,0.889,40.0,45.0,14.332,27.099,0.071,Incorrect
P28482,158,0.588,30.0,51.0,0.577,41.0,71.0,6.579,14.372,0.299,Acceptable
Q63450,136,0.0,0.0,11.0,1.0,73.0,73.0,12.883,21.872,0.048,Incorrect
B5XAZ0,036,0.273,3.0,11.0,0.889,24.0,27.0,8.282,16.439,0.172,Incorrect
Q63450,267,0.349,29.0,83.0,0.603,44.0,73.0,3.365,5.799,0.399,Acceptable
P28482,145,0.589,43.0,73.0,0.394,28.0,71.0,2.465,4.562,0.545,Medium
P00523,033,0.0,0.0,7.0,1.0,63.0,63.0,5.606,20.045,0.073,Incorrect
Q02750,U100-000,0.9,72.0,80.0,0.143,12.0,84.0,2.201,1.093,0.734,Medium
P28482,125,0.246,14.0,57.0,0.803,57.0,71.0,13.034,20.207,0.136,Incorrect
P29350,011,0.0,0.0,8.0,1.0,20.0,20.0,21.717,62.338,0.008,Incorrect
Q63450,196,0.0,0.0,26.0,1.0,73.0,73.0,15.611,43.01,0.016,Incorrect
P28482,U100-003,0.784,58.0,74.0,0.183,13.0,71.0,1.396,3.407,0.727,Medium
P31016,U100-002,0.917,11.0,12.0,0.0,0.0,11.0,0.289,1.08,0.955,High
P29350,021,0.25,1.0,4.0,0.95,19.0,20.0,9.179,21.271,0.138,Incorrect
P35520,U100-008,0.938,45.0,48.0,0.1,5.0,50.0,0.86,3.93,0.838,High
P53686,020,0.222,2.0,9.0,0.952,40.0,42.0,5.435,8.281,0.269,Acceptable
P53686,068,0.286,4.0,14.0,0.905,38.0,42.0,5.157,12.754,0.224,Incorrect
P00523,116,0.0,0.0,0.0,1.0,63.0,63.0,11.762,63.814,0.011,Incorrect
P07038,U100-008,0.032,1.0,31.0,0.75,3.0,4.0,4.851,11.679,0.155,Incorrect
P00523,041,0.0,0.0,20.0,1.0,63.0,63.0,6.877,48.963,0.025,Incorrect
Q02750,031,0.889,72.0,81.0,0.143,12.0,84.0,5.171,4.603,0.58,Medium
P27577,U100-007,0.909,40.0,44.0,0.091,4.0,44.0,1.327,2.006,0.806,High
D2AJU0,001,0.56,14.0,25.0,0.65,26.0,40.0,5.472,8.445,0.378,Acceptable
P35520,057,0.009,6.0,693.0,0.88,44.0,50.0,20.406,44.112,0.017,Incorrect
P28482,106,0.299,23.0,77.0,0.676,48.0,71.0,13.298,11.152,0.226,Incorrect
P00523,065,0.0,0.0,3.0,1.0,63.0,63.0,4.252,48.306,0.047,Incorrect
P32527,021,0.921,35.0,38.0,0.205,9.0,44.0,1.198,1.559,0.833,High
P28482,138,0.493,33.0,67.0,0.535,38.0,71.0,5.015,7.192,0.386,Acceptable
B5XAZ0,058,0.273,3.0,11.0,0.889,24.0,27.0,8.709,23.528,0.139,Incorrect
Q04929,014,0.0,0.0,4.0,1.0,3.0,3.0,6.363,21.478,0.063,Incorrect
P62826,U100-006,0.0,0.0,62.0,1.0,2.0,2.0,28.822,70.303,0.006,Incorrect
O08967,003,0.458,11.0,24.0,0.817,49.0,60.0,2.92,19.743,0.274,Acceptable
P35520,088,0.127,7.0,55.0,0.86,43.0,50.0,12.881,40.361,0.061,Incorrect
P35520,023,0.318,7.0,22.0,0.86,43.0,50.0,15.433,27.068,0.139,Incorrect
Q3KK31,045,0.143,3.0,21.0,0.973,107.0,110.0,9.703,40.849,0.069,Incorrect
Q63450,291,0.0,0.0,2.0,1.0,73.0,73.0,8.276,42.573,0.023,Incorrect
Q04929,016,0.0,0.0,0.0,1.0,3.0,3.0,5.685,49.018,0.031,Incorrect
P31016,058,0.0,0.0,2.0,1.0,11.0,11.0,7.465,24.784,0.048,Incorrect
P32527,U100-009,0.881,37.0,42.0,0.159,7.0,44.0,0.892,0.762,0.871,High
P00523,076,0.0,0.0,13.0,1.0,63.0,63.0,13.796,45.465,0.015,Incorrect
Q58719,U10-002,0.766,59.0,77.0,0.106,7.0,66.0,3.612,13.454,0.4,Acceptable
P53042,U100-000,0.872,34.0,39.0,0.261,12.0,46.0,1.142,3.854,0.778,Medium
Q63450,300,0.0,0.0,5.0,1.0,73.0,73.0,11.841,39.846,0.02,Incorrect
P22681,U10-008,0.211,4.0,19.0,0.911,41.0,45.0,13.469,25.578,0.107,Incorrect
P32527,037,0.895,34.0,38.0,0.227,10.0,44.0,1.182,1.133,0.831,High
P27577,U10-008,0.455,15.0,33.0,0.659,29.0,44.0,3.555,8.323,0.372,Acceptable
P62826,089,1.0,1.0,1.0,0.5,1.0,2.0,1.706,28.93,0.505,Medium
,,,,,,,,,,,Incorrect
P00523,138,0.0,0.0,5.0,1.0,63.0,63.0,9.844,58.171,0.015,Incorrect
Q8NQJ3,053,0.0,0.0,6.0,0.0,0.0,0.0,3.703,13.038,0.146,Incorrect
B5XAZ0,059,0.214,3.0,14.0,0.889,24.0,27.0,8.198,16.755,0.15,Incorrect
,,,,,,,,,,,Incorrect
P31016,064,0.0,0.0,0.0,1.0,11.0,11.0,18.837,40.827,0.016,Incorrect
P35520,158,0.152,5.0,33.0,0.9,45.0,50.0,18.595,35.362,0.071,Incorrect
Q6GQQ9,008,0.304,7.0,23.0,0.821,32.0,39.0,10.2,25.081,0.143,Incorrect
B5XAZ0,110,0.375,3.0,8.0,0.889,24.0,27.0,6.159,20.569,0.192,Incorrect
P12931,111,0.0,0.0,18.0,1.0,60.0,60.0,13.023,33.43,0.025,Incorrect
P12931,U100-003,0.824,42.0,51.0,0.3,18.0,60.0,1.507,2.789,0.741,Medium
Q9Y6K1,U100-000,0.5,8.0,16.0,0.886,62.0,70.0,13.65,52.369,0.179,Incorrect
Q96BN8,019,0.649,63.0,97.0,0.432,48.0,111.0,3.609,44.809,0.277,Acceptable
P28482,191,0.247,19.0,77.0,0.732,52.0,71.0,11.63,8.619,0.252,Acceptable
P32527,011,0.875,35.0,40.0,0.205,9.0,44.0,1.135,1.133,0.831,High
Q63450,133,0.0,0.0,22.0,1.0,73.0,73.0,9.225,19.408,0.062,Incorrect
Q63450,239,0.353,18.0,51.0,0.753,55.0,73.0,6.306,10.332,0.27,Acceptable
P35520,100,0.189,7.0,37.0,0.86,43.0,50.0,17.3,42.604,0.078,Incorrect
P31016,U10-000,0.0,0.0,10.0,1.0,11.0,11.0,7.075,22.438,0.056,Incorrect
P62826,036,1.0,1.0,1.0,0.5,1.0,2.0,4.687,43.428,0.377,Acceptable
P28482,204,0.323,20.0,62.0,0.718,51.0,71.0,11.873,12.983,0.213,Incorrect
P12931,168,0.0,0.0,10.0,1.0,60.0,60.0,10.502,49.728,0.016,Incorrect
P31016,025,0.0,0.0,0.0,1.0,11.0,11.0,12.401,37.424,0.021,Incorrect
Q8NQJ3,055,0.0,0.0,0.0,0.0,0.0,0.0,2.776,19.7,0.128,Incorrect
P35520,181,0.171,7.0,41.0,0.86,43.0,50.0,20.887,33.086,0.079,Incorrect
P00523,110,0.0,0.0,6.0,1.0,63.0,63.0,11.564,58.936,0.012,Incorrect
P62826,083,0.0,0.0,69.0,1.0,2.0,2.0,29.338,69.998,0.006,Incorrect
Q63450,U10-002,0.273,18.0,66.0,0.753,55.0,73.0,9.256,19.657,0.152,Incorrect
P28482,111,0.282,24.0,85.0,0.662,47.0,71.0,9.296,23.353,0.142,Incorrect
P28482,101,0.165,14.0,85.0,0.803,57.0,71.0,14.72,18.997,0.114,Incorrect
P28482,110,0.367,22.0,60.0,0.69,49.0,71.0,5.513,16.054,0.218,Incorrect
P27577,008,0.353,12.0,34.0,0.727,32.0,44.0,6.766,13.75,0.225,Incorrect
,,,,,,,,,,,Incorrect
P12931,004,0.0,0.0,18.0,1.0,60.0,60.0,7.303,55.662,0.021,Incorrect
Q96BN8,U100-000,0.788,93.0,118.0,0.162,18.0,111.0,3.083,21.989,0.37,Acceptable
P53042,010,0.0,0.0,6.0,1.0,46.0,46.0,11.714,45.6,0.017,Incorrect
Q96BN8,013,0.613,65.0,106.0,0.414,46.0,111.0,3.112,22.34,0.309,Acceptable
P35520,156,0.067,5.0,75.0,0.9,45.0,50.0,19.238,42.839,0.037,Incorrect
P32527,058,0.375,6.0,16.0,0.864,38.0,44.0,9.637,28.254,0.161,Incorrect
Q63450,179,0.0,0.0,0.0,1.0,73.0,73.0,13.859,15.619,0.08,Incorrect
P28482,183,0.481,13.0,27.0,0.817,58.0,71.0,12.636,10.369,0.299,Acceptable
B5XAZ0,037,0.115,3.0,26.0,0.889,24.0,27.0,9.333,14.873,0.129,Incorrect
P00523,135,0.0,0.0,0.0,1.0,63.0,63.0,8.862,62.597,0.015,Incorrect
Q3KK31,102,0.333,3.0,9.0,0.973,107.0,110.0,14.714,66.162,0.12,Incorrect
Q63450,054,0.0,0.0,29.0,1.0,73.0,73.0,15.639,41.864,0.016,Incorrect
P28482,118,0.409,18.0,44.0,0.746,53.0,71.0,13.617,12.089,0.251,Acceptable
O08967,024,0.4,6.0,15.0,0.9,54.0,60.0,3.9,31.804,0.199,Incorrect
Q96BN8,001,0.288,21.0,73.0,0.811,90.0,111.0,11.476,78.34,0.105,Incorrect
D2AJU0,U100-008,0.0,0.0,8.0,1.0,40.0,40.0,9.291,40.47,0.023,Incorrect
P12931,116,0.0,0.0,31.0,1.0,60.0,60.0,11.201,55.894,0.013,Incorrect
P53686,029,0.067,1.0,15.0,0.976,41.0,42.0,8.049,16.701,0.102,Incorrect
P12931,066,0.0,0.0,28.0,1.0,60.0,60.0,13.712,40.001,0.018,Incorrect
P00523,142,0.0,0.0,8.0,1.0,63.0,63.0,9.558,57.222,0.015,Incorrect
P12931,014,0.0,0.0,4.0,1.0,60.0,60.0,2.579,47.048,0.095,Incorrect
P00523,007,0.286,2.0,7.0,0.968,61.0,63.0,3.535,21.511,0.191,Incorrect
P28482,U10-008,0.559,57.0,102.0,0.197,14.0,71.0,2.705,6.964,0.464,Acceptable
Q8NQJ3,061,0.0,0.0,6.0,0.0,0.0,0.0,9.379,38.455,0.024,Incorrect
Q63450,075,0.0,0.0,29.0,1.0,73.0,73.0,14.881,36.768,0.02,Incorrect
Q58719,U10-003,0.775,62.0,80.0,0.061,4.0,66.0,3.95,13.277,0.397,Acceptable
,,,,,,,,,,,Incorrect
B5XAZ0,044,0.381,8.0,21.0,0.704,19.0,27.0,11.197,27.82,0.161,Incorrect
,,,,,,,,,,,Incorrect
P31016,U10-002,0.8,4.0,5.0,0.636,7.0,11.0,1.176,5.406,0.71,Medium
P31016,U10-003,0.909,10.0,11.0,0.091,1.0,11.0,0.798,3.013,0.859,High
P32527,003,0.878,36.0,41.0,0.182,8.0,44.0,1.096,1.058,0.838,High
B5XAZ0,003,0.964,27.0,28.0,0.0,0.0,27.0,0.209,0.327,0.981,High
P28482,079,0.571,48.0,84.0,0.324,23.0,71.0,2.307,3.843,0.566,Medium
Q58719,011,0.539,48.0,89.0,0.273,18.0,66.0,17.247,46.0,0.193,Incorrect
O08967,015,0.588,10.0,17.0,0.833,50.0,60.0,3.756,17.286,0.307,Acceptable
B5XAZ0,072,0.938,15.0,16.0,0.444,12.0,27.0,4.356,7.473,0.536,Medium
Q3KK31,111,0.125,2.0,16.0,0.982,108.0,110.0,16.05,33.036,0.065,Incorrect
P00523,059,0.0,0.0,10.0,1.0,63.0,63.0,7.194,51.024,0.023,Incorrect
Q96BN8,U10-007,0.899,98.0,109.0,0.117,13.0,111.0,2.909,38.693,0.385,Acceptable
Q8NQJ3,024,0.0,0.0,0.0,0.0,0.0,0.0,6.007,57.171,0.027,Incorrect
B5XAZ0,048,0.929,26.0,28.0,0.037,1.0,27.0,1.505,1.713,0.796,Medium
Q96BN8,U100-002,0.873,96.0,110.0,0.135,15.0,111.0,1.569,20.345,0.5,Medium
Q04929,030,0.091,1.0,11.0,0.667,2.0,3.0,5.786,15.742,0.127,Incorrect
P12931,063,0.0,0.0,13.0,1.0,60.0,60.0,7.638,50.473,0.022,Incorrect
D2AJU0,016,0.0,0.0,0.0,1.0,40.0,40.0,16.97,39.929,0.017,Incorrect
P14633,025,0.0,0.0,159.0,1.0,13.0,13.0,15.99,56.726,0.01,Incorrect
Q83RJ4,004,0.0,0.0,8.0,1.0,43.0,43.0,17.17,29.575,0.028,Incorrect
P32527,066,0.919,34.0,37.0,0.227,10.0,44.0,1.294,1.582,0.82,High
P62826,026,0.036,1.0,28.0,0.5,1.0,2.0,21.386,62.426,0.02,Incorrect
Q83RJ4,009,0.0,0.0,29.0,1.0,43.0,43.0,21.731,50.45,0.011,Incorrect
Q96BN8,000,0.25,16.0,64.0,0.856,95.0,111.0,11.554,50.667,0.098,Incorrect
P53042,U10-005,0.895,17.0,19.0,0.63,29.0,46.0,3.686,12.233,0.454,Acceptable
Q63450,102,0.0,0.0,0.0,1.0,73.0,73.0,10.748,45.058,0.018,Incorrect
P53042,037,0.0,0.0,0.0,1.0,46.0,46.0,3.818,35.72,0.062,Incorrect
Q58719,U100-006,0.765,62.0,81.0,0.061,4.0,66.0,4.665,10.26,0.422,Acceptable
Q6GQQ9,007,0.571,8.0,14.0,0.795,31.0,39.0,8.306,27.313,0.23,Acceptable
P53042,048,0.0,0.0,11.0,1.0,46.0,46.0,11.824,24.371,0.041,Incorrect
P28482,131,0.526,40.0,76.0,0.437,31.0,71.0,5.324,5.975,0.423,Acceptable
P12931,016,0.0,0.0,31.0,1.0,60.0,60.0,10.52,53.706,0.015,Incorrect
P00523,066,0.0,0.0,21.0,1.0,63.0,63.0,17.458,46.959,0.013,Incorrect
Q8NQJ3,018,0.0,0.0,0.0,0.0,0.0,0.0,3.896,21.016,0.09,Incorrect
Q63450,063,0.0,0.0,84.0,1.0,73.0,73.0,13.46,27.581,0.033,Incorrect
P35520,013,0.941,32.0,34.0,0.36,18.0,50.0,7.885,49.03,0.335,Acceptable
Q8NQJ3,057,0.0,0.0,1.0,0.0,0.0,0.0,9.105,19.539,0.062,Incorrect
P12931,U100-005,0.967,29.0,30.0,0.517,31.0,60.0,2.186,5.928,0.653,Medium
,,,,,,,,,,,Incorrect
Q63450,178,0.0,0.0,20.0,1.0,73.0,73.0,10.204,19.686,0.059,Incorrect
Q04929,024,0.0,0.0,1.0,1.0,3.0,3.0,7.926,16.815,0.079,Incorrect
P00523,091,0.0,0.0,0.0,1.0,63.0,63.0,5.383,63.497,0.03,Incorrect
P00523,131,0.0,0.0,0.0,1.0,63.0,63.0,6.813,62.387,0.021,Incorrect
P35520,122,0.094,6.0,64.0,0.88,44.0,50.0,18.857,48.3,0.043,Incorrect
Q83RJ4,U100-004,0.0,0.0,3.0,1.0,43.0,43.0,9.311,45.187,0.02,Incorrect
P27577,U100-001,0.891,41.0,46.0,0.068,3.0,44.0,0.673,1.644,0.896,High
Q04929,022,0.0,0.0,7.0,1.0,3.0,3.0,5.91,20.877,0.068,Incorrect
P12931,053,0.0,0.0,64.0,1.0,60.0,60.0,11.531,53.829,0.014,Incorrect
Q02750,004,0.932,69.0,74.0,0.179,15.0,84.0,2.892,4.643,0.638,Medium
P35520,036,0.919,34.0,37.0,0.32,16.0,50.0,5.419,27.674,0.359,Acceptable
P00523,047,0.0,0.0,0.0,1.0,63.0,63.0,11.952,57.255,0.012,Incorrect
P35520,030,0.643,36.0,56.0,0.28,14.0,50.0,22.696,35.169,0.234,Acceptable
,,,,,,,,,,,Incorrect
P35520,222,0.069,7.0,101.0,0.86,43.0,50.0,21.417,38.88,0.04,Incorrect
P22681,010,0.263,5.0,19.0,0.889,40.0,45.0,8.611,14.805,0.18,Incorrect
P14633,018,0.0,0.0,3.0,1.0,13.0,13.0,23.695,50.823,0.01,Incorrect
P62826,030,1.0,1.0,1.0,0.5,1.0,2.0,5.353,41.296,0.371,Acceptable
Q3KK31,106,0.0,0.0,15.0,1.0,110.0,110.0,9.297,57.079,0.016,Incorrect
P28482,241,0.371,26.0,70.0,0.634,45.0,71.0,8.9,18.198,0.193,Incorrect
Q63450,245,0.0,0.0,2.0,1.0,73.0,73.0,7.394,19.227,0.068,Incorrect
P35520,202,0.231,3.0,13.0,0.94,47.0,50.0,12.53,24.249,0.118,Incorrect
P00523,034,0.0,0.0,5.0,1.0,63.0,63.0,13.812,50.4,0.013,Incorrect
B5XAZ0,039,0.258,8.0,31.0,0.704,19.0,27.0,11.858,12.747,0.194,Incorrect
P35520,157,0.123,7.0,57.0,0.86,43.0,50.0,24.857,41.174,0.056,Incorrect
O08967,U100-003,0.5,7.0,14.0,0.883,53.0,60.0,10.201,52.424,0.182,Incorrect
P12931,139,0.0,0.0,1.0,1.0,60.0,60.0,5.542,58.427,0.03,Incorrect
