	uniprot	pdb	region_1	region_2	af_filename	chain	cluster	cf_filename
713	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	100	Q72AS4_100_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
714	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	160	Q72AS4_160_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
715	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	031	Q72AS4_031_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
716	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	026	Q72AS4_026_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
717	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	004	Q72AS4_004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
718	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	003	Q72AS4_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
719	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	075	Q72AS4_075_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
720	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	079	Q72AS4_079_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
721	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	068	Q72AS4_068_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
722	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	U100-002	Q72AS4_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
723	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	056	Q72AS4_056_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
724	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	124	Q72AS4_124_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
725	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	U100-006	Q72AS4_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
726	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	103	Q72AS4_103_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
727	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	181	Q72AS4_181_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
728	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	U100-007	Q72AS4_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
729	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	169	Q72AS4_169_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
730	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	104	Q72AS4_104_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
731	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	008	Q72AS4_008_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
732	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	090	Q72AS4_090_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
733	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	091	Q72AS4_091_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
734	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	005	Q72AS4_005_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
735	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	198	Q72AS4_198_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
736	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	071	Q72AS4_071_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
737	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	102	Q72AS4_102_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
738	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	045	Q72AS4_045_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
739	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	166	Q72AS4_166_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
740	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	125	Q72AS4_125_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
741	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	U100-001	Q72AS4_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
742	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	059	Q72AS4_059_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
743	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	041	Q72AS4_041_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
744	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	U10-004	Q72AS4_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
745	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	049	Q72AS4_049_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
746	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	012	Q72AS4_012_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
747	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	139	Q72AS4_139_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
748	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	119	Q72AS4_119_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
749	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	U100-008	Q72AS4_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
750	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	043	Q72AS4_043_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
751	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	197	Q72AS4_197_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
752	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	098	Q72AS4_098_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
753	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	106	Q72AS4_106_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
754	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	134	Q72AS4_134_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
755	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	030	Q72AS4_030_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
756	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	190	Q72AS4_190_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
757	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	126	Q72AS4_126_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
758	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	161	Q72AS4_161_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
759	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	108	Q72AS4_108_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
760	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	U10-005	Q72AS4_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
761	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	185	Q72AS4_185_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
762	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	014	Q72AS4_014_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
763	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	133	Q72AS4_133_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
764	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	050	Q72AS4_050_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
765	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	191	Q72AS4_191_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
766	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	019	Q72AS4_019_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
767	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	011	Q72AS4_011_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
768	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	128	Q72AS4_128_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
769	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	173	Q72AS4_173_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
770	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	080	Q72AS4_080_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
771	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	150	Q72AS4_150_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
772	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	U10-001	Q72AS4_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
773	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	U100-003	Q72AS4_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
774	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	144	Q72AS4_144_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
775	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	107	Q72AS4_107_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
776	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	076	Q72AS4_076_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
777	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	149	Q72AS4_149_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
778	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	129	Q72AS4_129_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
779	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	123	Q72AS4_123_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
780	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	131	Q72AS4_131_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
781	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	021	Q72AS4_021_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
782	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	148	Q72AS4_148_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
783	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	U10-008	Q72AS4_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
784	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	U100-009	Q72AS4_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
785	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	044	Q72AS4_044_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
786	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	121	Q72AS4_121_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
787	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	154	Q72AS4_154_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
788	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	109	Q72AS4_109_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
789	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	035	Q72AS4_035_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
790	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	195	Q72AS4_195_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
791	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	143	Q72AS4_143_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
792	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	001	Q72AS4_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
793	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	002	Q72AS4_002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
794	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	U100-004	Q72AS4_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
795	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	084	Q72AS4_084_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
796	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	062	Q72AS4_062_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
797	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	132	Q72AS4_132_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
798	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	177	Q72AS4_177_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
799	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	187	Q72AS4_187_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
800	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	117	Q72AS4_117_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
801	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	142	Q72AS4_142_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
802	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	095	Q72AS4_095_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
803	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	170	Q72AS4_170_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
804	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	039	Q72AS4_039_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
805	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	028	Q72AS4_028_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
806	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	085	Q72AS4_085_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
807	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	054	Q72AS4_054_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
808	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	093	Q72AS4_093_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
809	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	116	Q72AS4_116_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
810	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	120	Q72AS4_120_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
811	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	138	Q72AS4_138_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
812	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	171	Q72AS4_171_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
813	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	196	Q72AS4_196_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
814	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	165	Q72AS4_165_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
815	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	157	Q72AS4_157_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
816	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	020	Q72AS4_020_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
817	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	189	Q72AS4_189_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
818	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	115	Q72AS4_115_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
819	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	188	Q72AS4_188_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
820	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	200	Q72AS4_200_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
821	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	066	Q72AS4_066_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
822	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	186	Q72AS4_186_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
823	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	070	Q72AS4_070_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
824	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	174	Q72AS4_174_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
825	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	U10-006	Q72AS4_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
826	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	040	Q72AS4_040_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
827	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	U10-003	Q72AS4_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
828	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	155	Q72AS4_155_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
829	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	073	Q72AS4_073_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
830	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	027	Q72AS4_027_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
831	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	114	Q72AS4_114_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
832	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	032	Q72AS4_032_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
833	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	082	Q72AS4_082_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
834	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	015	Q72AS4_015_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
835	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	U10-007	Q72AS4_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
836	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	167	Q72AS4_167_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
837	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	192	Q72AS4_192_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
838	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	130	Q72AS4_130_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
839	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	067	Q72AS4_067_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
840	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	018	Q72AS4_018_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
841	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	141	Q72AS4_141_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
842	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	061	Q72AS4_061_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
843	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	145	Q72AS4_145_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
844	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	016	Q72AS4_016_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
845	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	057	Q72AS4_057_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
846	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	156	Q72AS4_156_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
847	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	037	Q72AS4_037_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
848	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	175	Q72AS4_175_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
849	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	179	Q72AS4_179_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
850	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	009	Q72AS4_009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
851	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	033	Q72AS4_033_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
852	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	159	Q72AS4_159_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
853	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	164	Q72AS4_164_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
854	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	099	Q72AS4_099_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
855	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	U100-005	Q72AS4_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
856	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	069	Q72AS4_069_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
857	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	051	Q72AS4_051_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
858	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	097	Q72AS4_097_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
859	Q72AS4	3ze6	52-205	237-315	AF-Q72AS4-F1-model_v4.cif	A	060	Q72AS4_060_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
