uniprot	cluster	region_1	region_2	mean_pae_1_1	mean_pae_1_2	mean_pae_2_2
P00579	120	2-80	379-449,458-534	9.496	28.956	19.325
P00579	320	2-80	379-449,458-534	9.313	30.572	19.457
P00579	282	2-80	379-449,458-534	10.981	29.397	18.319
P00579	335	2-80	379-449,458-534	8.442	29.832	18.87
P00579	298	2-80	379-449,458-534	9.579	29.991	19.991
P00579	032	2-80	379-449,458-534	9.504	28.711	18.029
P00579	182	2-80	379-449,458-534	11.583	30.595	19.09
P00579	224	2-80	379-449,458-534	9.406	29.874	20.172
P00579	014	2-80	379-449,458-534	10.143	30.248	20.968
P00579	261	2-80	379-449,458-534	8.892	29.488	21.147
P00579	150	2-80	379-449,458-534	9.363	29.603	17.636
P00579	329	2-80	379-449,458-534	9.97	30.188	20.278
P00579	016	2-80	379-449,458-534	10.32	29.89	19.647
P00579	164	2-80	379-449,458-534	9.547	28.602	17.586
P00579	094	2-80	379-449,458-534	8.996	29.874	18.531
P00579	077	2-80	379-449,458-534	9.627	28.285	20.57
P00579	061	2-80	379-449,458-534	8.233	28.392	21.008
P00579	328	2-80	379-449,458-534	9.246	29.557	20.471
P00579	271	2-80	379-449,458-534	9.463	30.733	20.347
P00579	217	2-80	379-449,458-534	10.584	30.128	16.126
P00579	175	2-80	379-449,458-534	12.351	29.164	18.193
P00579	U100-004	2-80	379-449,458-534	7.977	26.651	12.473
P00579	058	2-80	379-449,458-534	8.592	29.745	19.547
P00579	274	2-80	379-449,458-534	8.305	29.583	20.722
P00579	311	2-80	379-449,458-534	8.899	30.547	20.045
P00579	177	2-80	379-449,458-534	10.188	29.817	16.605
P00579	074	2-80	379-449,458-534	9.562	29.9	20.443
P00579	251	2-80	379-449,458-534	8.112	30.046	21.0
P00579	056	2-80	379-449,458-534	9.44	29.659	19.81
P00579	264	2-80	379-449,458-534	10.055	28.804	19.112
P00579	336	2-80	379-449,458-534	13.266	30.567	20.538
P00579	273	2-80	379-449,458-534	8.492	26.066	20.492
P00579	105	2-80	379-449,458-534	10.898	30.806	20.592
P00579	263	2-80	379-449,458-534	9.564	30.548	20.473
P00579	109	2-80	379-449,458-534	8.914	29.789	20.69
P00579	337	2-80	379-449,458-534	10.783	30.211	15.116
P00579	252	2-80	379-449,458-534	9.562	30.435	17.736
P00579	024	2-80	379-449,458-534	8.24	30.02	20.403
P00579	064	2-80	379-449,458-534	8.987	29.551	19.3
P00579	068	2-80	379-449,458-534	8.892	25.618	18.956
P00579	086	2-80	379-449,458-534	9.31	29.709	20.004
P00579	287	2-80	379-449,458-534	9.563	30.523	17.985
P00579	095	2-80	379-449,458-534	10.008	30.493	19.465
P00579	162	2-80	379-449,458-534	9.993	29.688	16.388
P00579	307	2-80	379-449,458-534	8.371	29.11	17.278
P00579	229	2-80	379-449,458-534	8.061	29.562	19.13
P00579	U10-008	2-80	379-449,458-534	8.958	29.731	15.754
P00579	036	2-80	379-449,458-534	9.155	28.372	19.672
P00579	165	2-80	379-449,458-534	9.934	28.445	16.179
P00579	005	2-80	379-449,458-534	8.466	29.469	20.417
P00579	099	2-80	379-449,458-534	9.774	29.626	19.482
P00579	050	2-80	379-449,458-534	9.643	28.326	20.493
P00579	097	2-80	379-449,458-534	9.017	28.583	19.974
P00579	028	2-80	379-449,458-534	8.968	29.133	20.436
P00579	009	2-80	379-449,458-534	8.116	29.078	20.823
P00579	025	2-80	379-449,458-534	8.841	30.114	20.852
P00579	324	2-80	379-449,458-534	8.42	29.811	20.108
P00579	248	2-80	379-449,458-534	11.004	29.885	17.247
P00579	189	2-80	379-449,458-534	9.524	29.84	16.796
P00579	330	2-80	379-449,458-534	7.764	30.211	16.286
P00579	334	2-80	379-449,458-534	8.617	28.427	19.084
P00579	013	2-80	379-449,458-534	10.48	29.809	20.69
P00579	093	2-80	379-449,458-534	9.017	29.483	19.787
P00579	192	2-80	379-449,458-534	8.728	29.319	18.028
P00579	121	2-80	379-449,458-534	11.678	29.386	19.954
P00579	302	2-80	379-449,458-534	7.97	29.85	18.524
P00579	115	2-80	379-449,458-534	8.603	29.994	20.035
P00579	160	2-80	379-449,458-534	9.331	30.162	17.712
P00579	206	2-80	379-449,458-534	8.181	30.124	20.343
P00579	131	2-80	379-449,458-534	9.427	29.343	19.174
P00579	199	2-80	379-449,458-534	10.206	30.25	20.049
P00579	043	2-80	379-449,458-534	9.818	29.227	19.204
P00579	001	2-80	379-449,458-534	7.797	29.716	21.187
P00579	138	2-80	379-449,458-534	8.939	30.307	19.315
P00579	147	2-80	379-449,458-534	8.821	30.115	20.319
P00579	272	2-80	379-449,458-534	9.534	28.605	19.277
P00579	250	2-80	379-449,458-534	9.857	29.609	16.425
P00579	070	2-80	379-449,458-534	9.009	29.929	20.032
P00579	110	2-80	379-449,458-534	9.797	29.872	20.485
P00579	122	2-80	379-449,458-534	8.646	29.741	19.01
P00579	220	2-80	379-449,458-534	9.21	30.477	19.107
P00579	146	2-80	379-449,458-534	10.139	30.174	20.486
P00579	174	2-80	379-449,458-534	10.242	30.328	20.138
P00579	198	2-80	379-449,458-534	9.187	30.719	20.59
P00579	241	2-80	379-449,458-534	8.595	27.803	17.005
P00579	004	2-80	379-449,458-534	9.018	29.011	20.733
P00579	007	2-80	379-449,458-534	7.559	28.952	20.596
P00579	101	2-80	379-449,458-534	8.603	29.63	19.36
P00579	245	2-80	379-449,458-534	8.657	30.108	18.206
P00579	171	2-80	379-449,458-534	9.946	28.907	19.007
P00579	191	2-80	379-449,458-534	9.145	28.539	19.738
P00579	325	2-80	379-449,458-534	9.215	30.234	19.543
P00579	124	2-80	379-449,458-534	12.077	30.154	19.464
P00579	U10-007	2-80	379-449,458-534	9.664	28.704	15.772
P00579	255	2-80	379-449,458-534	9.526	30.586	19.529
P00579	210	2-80	379-449,458-534	10.59	29.636	16.083
P00579	212	2-80	379-449,458-534	9.536	29.9	18.732
P00579	190	2-80	379-449,458-534	19.516	30.066	18.526
P00579	254	2-80	379-449,458-534	9.945	29.168	18.651
P00579	235	2-80	379-449,458-534	10.29	28.583	18.602
P00579	226	2-80	379-449,458-534	9.238	30.395	20.802
P00579	238	2-80	379-449,458-534	7.913	30.259	16.209
P00579	237	2-80	379-449,458-534	10.731	29.608	19.848
P00579	270	2-80	379-449,458-534	9.841	29.758	18.547
P00579	168	2-80	379-449,458-534	8.788	29.886	19.313
P00579	049	2-80	379-449,458-534	8.46	29.702	20.099
P00579	083	2-80	379-449,458-534	7.193	29.739	20.73
P00579	U100-003	2-80	379-449,458-534	9.321	27.913	15.013
P00579	002	2-80	379-449,458-534	8.69	29.517	21.235
P00579	283	2-80	379-449,458-534	9.628	29.536	16.692
P00579	116	2-80	379-449,458-534	8.572	29.069	18.931
P00579	129	2-80	379-449,458-534	11.914	29.216	19.35
P00579	281	2-80	379-449,458-534	8.95	29.654	18.577
P00579	040	2-80	379-449,458-534	9.462	28.749	19.348
P00579	293	2-80	379-449,458-534	9.054	29.791	20.038
P00579	141	2-80	379-449,458-534	9.182	28.793	18.767
P00579	317	2-80	379-449,458-534	9.253	30.127	19.405
P00579	244	2-80	379-449,458-534	7.148	29.59	20.687
P00579	079	2-80	379-449,458-534	9.522	29.364	20.273
P00579	091	2-80	379-449,458-534	7.629	29.325	18.571
P00579	051	2-80	379-449,458-534	9.574	29.068	20.759
P00579	076	2-80	379-449,458-534	8.348	29.739	19.857
P00579	060	2-80	379-449,458-534	8.142	29.68	19.662
P00579	134	2-80	379-449,458-534	11.374	28.841	17.636
P00579	018	2-80	379-449,458-534	8.868	28.91	18.349
P00579	U10-004	2-80	379-449,458-534	9.703	29.086	15.764
P00579	000	2-80	379-449,458-534	8.29	29.517	20.253
P00579	006	2-80	379-449,458-534	8.711	30.102	19.111
P00579	037	2-80	379-449,458-534	8.781	29.294	18.937
P00579	313	2-80	379-449,458-534	7.739	29.667	20.162
P00579	331	2-80	379-449,458-534	9.024	30.653	19.427
P00579	113	2-80	379-449,458-534	9.992	30.751	19.297
P00579	063	2-80	379-449,458-534	8.966	28.823	19.448
P00579	156	2-80	379-449,458-534	9.593	29.741	18.564
P00579	195	2-80	379-449,458-534	6.847	28.295	15.106
P00579	U100-007	2-80	379-449,458-534	8.565	27.898	13.17
P00579	155	2-80	379-449,458-534	9.189	29.058	18.803
P00579	157	2-80	379-449,458-534	9.615	30.07	20.248
P00579	197	2-80	379-449,458-534	9.466	29.692	18.677
P00579	205	2-80	379-449,458-534	9.849	29.515	20.835
P00579	183	2-80	379-449,458-534	9.036	29.601	17.096
P00579	275	2-80	379-449,458-534	9.088	29.938	19.853
P00579	U10-000	2-80	379-449,458-534	7.938	30.404	14.925
P00579	031	2-80	379-449,458-534	9.774	29.937	19.406
P00579	201	2-80	379-449,458-534	9.233	28.604	17.025
P00579	127	2-80	379-449,458-534	9.569	29.526	18.644
P00579	172	2-80	379-449,458-534	11.963	29.62	19.441
P00579	327	2-80	379-449,458-534	10.311	30.758	20.651
P00579	305	2-80	379-449,458-534	8.913	29.653	20.993
P00579	180	2-80	379-449,458-534	10.347	30.078	20.523
P00579	276	2-80	379-449,458-534	8.512	30.023	21.257
P00579	111	2-80	379-449,458-534	8.905	30.508	21.423
P00579	119	2-80	379-449,458-534	11.043	29.795	19.733
P00579	U10-005	2-80	379-449,458-534	9.397	28.616	15.049
P00579	057	2-80	379-449,458-534	10.523	28.445	19.637
P00579	188	2-80	379-449,458-534	9.577	28.15	19.012
P00579	153	2-80	379-449,458-534	9.222	30.374	20.963
P60240	U10-008	1-110	147-416,441-659	3.688	29.349	10.281
P60240	012	1-110	147-416,441-659	13.037	28.683	21.443
P60240	007	1-110	147-416,441-659	14.723	29.303	18.032
P60240	002	1-110	147-416,441-659	16.416	29.872	22.076
P60240	U10-002	1-110	147-416,441-659	3.576	29.199	10.088
P60240	001	1-110	147-416,441-659	16.316	30.606	21.611
P60240	006	1-110	147-416,441-659	15.719	30.42	21.726
P60240	U10-004	1-110	147-416,441-659	3.03	26.536	15.53
P60240	U10-006	1-110	147-416,441-659	3.343	24.107	10.791
P60240	U100-004	1-110	147-416,441-659	2.889	25.095	6.789
P60240	U100-003	1-110	147-416,441-659	2.992	27.906	6.2
P60240	U10-007	1-110	147-416,441-659	3.493	28.823	10.067
P60240	000	1-110	147-416,441-659	14.5	29.329	22.989
P60240	U10-000	1-110	147-416,441-659	3.404	29.14	8.476
P60240	004	1-110	147-416,441-659	16.729	30.049	21.401
P60240	U10-005	1-110	147-416,441-659	3.767	29.4	9.646
P60240	U100-008	1-110	147-416,441-659	2.946	27.471	7.068
P60240	U100-009	1-110	147-416,441-659	2.888	24.261	6.303
P60240	U100-000	1-110	147-416,441-659	2.936	27.202	6.477
P60240	U10-009	1-110	147-416,441-659	3.789	29.572	8.903
P60240	005	1-110	147-416,441-659	16.057	29.922	22.281
P60240	008	1-110	147-416,441-659	16.352	30.293	19.069
P60240	011	1-110	147-416,441-659	15.842	28.366	21.24
P60240	U100-006	1-110	147-416,441-659	2.84	26.366	6.179
P60240	009	1-110	147-416,441-659	16.254	30.295	23.023
P60240	U100-002	1-110	147-416,441-659	2.837	23.426	6.156
P60240	003	1-110	147-416,441-659	16.853	29.973	21.376
P60240	U100-001	1-110	147-416,441-659	2.911	27.571	6.522
P60240	U10-001	1-110	147-416,441-659	3.517	28.5	10.125
P60240	U100-005	1-110	147-416,441-659	3.061	27.929	6.171
P60240	010	1-110	147-416,441-659	14.501	29.743	19.46
P60240	U10-003	1-110	147-416,441-659	3.683	26.194	10.954
P60240	U100-007	1-110	147-416,441-659	2.926	27.516	6.518
P28482	098	173-196	25-172,197-313	11.682	25.521	21.213
P28482	077	173-196	25-172,197-313	12.157	21.818	6.856
P28482	U100-009	173-196	25-172,197-313	6.257	10.837	3.305
P28482	034	173-196	25-172,197-313	12.239	25.225	19.366
P28482	275	173-196	25-172,197-313	10.333	23.495	21.055
P28482	028	173-196	25-172,197-313	9.437	15.632	5.581
P28482	280	173-196	25-172,197-313	10.423	24.04	21.912
P28482	021	173-196	25-172,197-313	11.778	24.426	20.432
P28482	278	173-196	25-172,197-313	9.652	22.952	21.704
P28482	235	173-196	25-172,197-313	9.728	26.187	23.253
P28482	118	173-196	25-172,197-313	10.572	23.197	17.937
P28482	145	173-196	25-172,197-313	12.413	25.004	18.713
P28482	195	173-196	25-172,197-313	11.704	21.507	13.793
P28482	043	173-196	25-172,197-313	10.593	24.424	21.541
P28482	138	173-196	25-172,197-313	12.265	24.336	20.018
P28482	U10-006	173-196	25-172,197-313	10.64	17.286	4.251
P28482	084	173-196	25-172,197-313	11.702	25.516	22.347
P28482	174	173-196	25-172,197-313	10.506	24.591	22.539
P28482	190	173-196	25-172,197-313	12.163	21.214	14.228
P28482	099	173-196	25-172,197-313	12.655	22.549	14.246
P28482	074	173-196	25-172,197-313	12.697	24.67	20.546
P28482	101	173-196	25-172,197-313	14.391	26.688	21.729
P28482	171	173-196	25-172,197-313	12.252	23.736	11.91
P28482	039	173-196	25-172,197-313	10.213	23.691	18.051
P28482	251	173-196	25-172,197-313	11.269	20.245	8.519
P28482	015	173-196	25-172,197-313	13.328	25.331	19.91
P28482	211	173-196	25-172,197-313	13.77	26.64	21.328
P28482	116	173-196	25-172,197-313	11.283	24.496	20.282
P28482	026	173-196	25-172,197-313	12.404	25.346	19.289
P28482	038	173-196	25-172,197-313	12.213	26.119	17.442
P28482	067	173-196	25-172,197-313	9.19	19.129	15.964
P28482	071	173-196	25-172,197-313	10.787	20.495	8.144
P28482	255	173-196	25-172,197-313	11.955	25.276	21.935
P28482	126	173-196	25-172,197-313	13.572	26.683	22.661
P28482	097	173-196	25-172,197-313	10.833	25.182	22.733
P28482	006	173-196	25-172,197-313	12.291	24.799	20.463
P28482	092	173-196	25-172,197-313	11.255	24.551	20.406
P28482	110	173-196	25-172,197-313	11.171	21.366	16.466
P28482	219	173-196	25-172,197-313	8.643	14.748	5.701
P28482	083	173-196	25-172,197-313	8.099	13.984	4.328
P28482	048	173-196	25-172,197-313	13.093	23.872	15.732
P28482	009	173-196	25-172,197-313	12.745	21.401	15.381
P28482	108	173-196	25-172,197-313	11.428	25.048	21.738
P28482	242	173-196	25-172,197-313	9.462	22.864	18.262
P28482	096	173-196	25-172,197-313	11.204	24.853	22.407
P28482	154	173-196	25-172,197-313	11.369	25.274	22.759
P28482	122	173-196	25-172,197-313	11.441	24.711	20.366
P28482	004	173-196	25-172,197-313	10.848	19.348	6.752
P28482	128	173-196	25-172,197-313	11.59	25.743	19.178
P28482	U100-006	173-196	25-172,197-313	6.0	10.608	3.395
P28482	135	173-196	25-172,197-313	11.661	21.219	13.041
P28482	238	173-196	25-172,197-313	12.49	23.461	13.199
P28482	273	173-196	25-172,197-313	13.261	25.859	21.617
P28482	158	173-196	25-172,197-313	12.903	25.477	22.424
P28482	139	173-196	25-172,197-313	12.243	25.179	19.581
P28482	183	173-196	25-172,197-313	11.158	24.54	22.457
P28482	057	173-196	25-172,197-313	10.844	24.88	20.472
P28482	163	173-196	25-172,197-313	14.024	26.98	20.58
P28482	151	173-196	25-172,197-313	11.981	26.178	22.548
P28482	168	173-196	25-172,197-313	12.594	24.869	21.195
P28482	186	173-196	25-172,197-313	14.056	26.324	22.501
P28482	U100-005	173-196	25-172,197-313	5.065	9.02	3.178
P28482	016	173-196	25-172,197-313	9.666	24.131	18.486
P28482	078	173-196	25-172,197-313	11.8	24.291	19.354
P28482	256	173-196	25-172,197-313	11.942	25.571	22.032
P28482	088	173-196	25-172,197-313	11.881	24.704	21.17
P28482	258	173-196	25-172,197-313	14.188	24.691	15.588
P28482	218	173-196	25-172,197-313	10.816	25.263	23.203
P28482	008	173-196	25-172,197-313	7.306	12.518	4.288
P28482	U10-007	173-196	25-172,197-313	8.714	14.437	3.869
P28482	063	173-196	25-172,197-313	13.562	25.107	20.612
P28482	265	173-196	25-172,197-313	11.033	22.012	14.485
P28482	031	173-196	25-172,197-313	13.9	25.4	18.958
P28482	243	173-196	25-172,197-313	13.094	25.978	20.021
P28482	223	173-196	25-172,197-313	13.414	24.854	21.757
P28482	203	173-196	25-172,197-313	13.441	25.619	19.78
P28482	279	173-196	25-172,197-313	10.103	22.112	19.701
P28482	103	173-196	25-172,197-313	11.677	21.335	9.81
P28482	011	173-196	25-172,197-313	12.242	24.035	18.402
P28482	065	173-196	25-172,197-313	12.846	26.716	18.864
P28482	234	173-196	25-172,197-313	13.629	27.22	22.407
P28482	274	173-196	25-172,197-313	11.83	19.726	13.154
P28482	220	173-196	25-172,197-313	12.08	24.966	22.372
P28482	132	173-196	25-172,197-313	9.646	18.854	13.462
P28482	277	173-196	25-172,197-313	11.495	25.022	21.662
P28482	236	173-196	25-172,197-313	12.181	22.074	6.825
P28482	140	173-196	25-172,197-313	13.067	23.19	14.56
P28482	072	173-196	25-172,197-313	11.195	24.136	17.999
P28482	192	173-196	25-172,197-313	11.703	24.794	20.694
P28482	160	173-196	25-172,197-313	13.307	27.334	23.564
P28482	017	173-196	25-172,197-313	9.579	24.356	23.878
P28482	178	173-196	25-172,197-313	11.851	25.516	10.868
P28482	241	173-196	25-172,197-313	11.648	21.285	13.151
P28482	020	173-196	25-172,197-313	11.996	21.0	5.253
P28482	252	173-196	25-172,197-313	12.461	25.433	20.368
P28482	U10-001	173-196	25-172,197-313	9.874	16.129	4.06
P28482	143	173-196	25-172,197-313	10.208	25.624	23.781
P28482	237	173-196	25-172,197-313	11.948	21.298	5.967
P28482	U100-002	173-196	25-172,197-313	5.821	10.136	3.371
P28482	051	173-196	25-172,197-313	12.142	26.18	22.369
P28482	254	173-196	25-172,197-313	12.133	20.439	8.455
P28482	027	173-196	25-172,197-313	10.739	23.698	18.402
P28482	270	173-196	25-172,197-313	11.568	23.329	18.979
P28482	U100-003	173-196	25-172,197-313	5.92	10.347	3.21
P28482	075	173-196	25-172,197-313	8.931	15.247	3.737
P28482	087	173-196	25-172,197-313	9.716	16.603	4.9
P28482	189	173-196	25-172,197-313	11.996	24.918	22.083
P28482	010	173-196	25-172,197-313	13.569	26.249	19.601
P28482	215	173-196	25-172,197-313	11.567	25.396	22.667
P28482	091	173-196	25-172,197-313	11.735	25.788	22.789
P28482	244	173-196	25-172,197-313	11.8	23.993	17.576
P28482	137	173-196	25-172,197-313	9.725	16.95	6.058
P28482	094	173-196	25-172,197-313	13.28	25.764	21.982
P28482	059	173-196	25-172,197-313	12.627	25.489	22.844
P28482	155	173-196	25-172,197-313	10.345	18.257	5.316
P28482	061	173-196	25-172,197-313	11.765	24.818	20.003
P28482	007	173-196	25-172,197-313	11.53	20.125	9.059
P28482	U10-003	173-196	25-172,197-313	7.443	12.827	4.016
P28482	142	173-196	25-172,197-313	8.304	14.528	5.267
P28482	111	173-196	25-172,197-313	11.72	23.91	18.579
P28482	216	173-196	25-172,197-313	9.094	16.355	9.894
P28482	187	173-196	25-172,197-313	11.756	25.02	20.107
P28482	086	173-196	25-172,197-313	10.937	23.489	20.291
P28482	207	173-196	25-172,197-313	12.376	26.13	22.92
P28482	U100-000	173-196	25-172,197-313	5.775	10.135	3.213
P28482	089	173-196	25-172,197-313	10.004	18.817	5.943
P28482	133	173-196	25-172,197-313	9.072	15.236	5.099
P28482	018	173-196	25-172,197-313	11.896	24.229	18.719
P28482	131	173-196	25-172,197-313	10.908	23.147	13.376
P28482	127	173-196	25-172,197-313	10.45	23.975	19.647
P28482	102	173-196	25-172,197-313	7.261	12.998	5.131
P28482	062	173-196	25-172,197-313	11.854	25.577	23.894
P28482	173	173-196	25-172,197-313	8.844	24.412	23.851
P28482	033	173-196	25-172,197-313	8.619	23.329	22.435
P28482	232	173-196	25-172,197-313	9.928	23.867	21.387
P28482	060	173-196	25-172,197-313	11.926	25.323	21.619
P28482	264	173-196	25-172,197-313	13.758	26.091	20.428
P28482	185	173-196	25-172,197-313	13.13	25.344	18.83
P28482	024	173-196	25-172,197-313	12.811	24.994	19.787
P28482	012	173-196	25-172,197-313	8.784	22.483	19.374
P28482	141	173-196	25-172,197-313	11.405	22.542	14.51
P28482	214	173-196	25-172,197-313	10.95	18.6	5.715
P28482	230	173-196	25-172,197-313	10.913	24.802	20.565
P28482	109	173-196	25-172,197-313	8.934	15.195	5.548
P28482	003	173-196	25-172,197-313	13.656	23.008	13.516
P28482	240	173-196	25-172,197-313	9.96	21.94	18.677
P28482	208	173-196	25-172,197-313	11.78	21.214	12.51
P28482	023	173-196	25-172,197-313	11.189	25.321	18.052
P28482	U100-007	173-196	25-172,197-313	6.218	10.974	3.251
P28482	224	173-196	25-172,197-313	14.629	27.658	22.369
P28482	257	173-196	25-172,197-313	12.941	23.824	14.44
P28482	117	173-196	25-172,197-313	11.667	21.523	13.904
P28482	149	173-196	25-172,197-313	12.86	25.72	20.748
P28482	U10-009	173-196	25-172,197-313	10.503	17.213	4.016
P28482	267	173-196	25-172,197-313	10.515	25.061	22.945
P28482	253	173-196	25-172,197-313	11.654	23.09	17.955
P28482	229	173-196	25-172,197-313	13.599	25.264	19.92
P28482	217	173-196	25-172,197-313	13.738	26.247	21.292
P28482	204	173-196	25-172,197-313	9.618	24.835	22.013
P28482	144	173-196	25-172,197-313	12.23	21.413	9.35
P28482	093	173-196	25-172,197-313	8.278	20.053	15.709
P28482	130	173-196	25-172,197-313	12.438	22.709	17.26
P28482	159	173-196	25-172,197-313	11.263	19.269	12.228
P28482	U10-005	173-196	25-172,197-313	9.428	16.107	4.719
P28482	064	173-196	25-172,197-313	7.413	13.351	4.928
P28482	222	173-196	25-172,197-313	13.003	22.359	12.302
P28482	001	173-196	25-172,197-313	9.886	17.115	4.097
P28482	046	173-196	25-172,197-313	14.016	25.848	17.755
P28482	245	173-196	25-172,197-313	13.299	26.124	21.416
P28482	172	173-196	25-172,197-313	14.085	26.047	20.942
P28482	228	173-196	25-172,197-313	13.014	22.237	16.537
P28482	068	173-196	25-172,197-313	10.135	17.961	8.834
P28482	261	173-196	25-172,197-313	12.228	26.493	23.207
P28482	282	173-196	25-172,197-313	8.412	23.268	20.286
P28482	164	173-196	25-172,197-313	11.656	23.606	18.587
P28482	082	173-196	25-172,197-313	9.581	23.208	18.201
P28482	161	173-196	25-172,197-313	11.324	24.931	22.064
P28482	069	173-196	25-172,197-313	12.345	24.551	17.718
P28482	073	173-196	25-172,197-313	10.717	21.373	9.833
P28482	041	173-196	25-172,197-313	12.023	20.392	11.07
P28482	221	173-196	25-172,197-313	10.662	17.373	5.792
P28482	066	173-196	25-172,197-313	11.215	24.866	22.807
P28482	188	173-196	25-172,197-313	13.206	25.966	22.325
P28482	032	173-196	25-172,197-313	12.647	24.391	20.09
P28482	201	173-196	25-172,197-313	13.084	23.286	14.298
P28482	212	173-196	25-172,197-313	12.007	24.578	21.76
P28482	268	173-196	25-172,197-313	11.485	24.6	20.278
P28482	123	173-196	25-172,197-313	10.126	17.606	6.951
P28482	080	173-196	25-172,197-313	7.35	12.889	3.953
P28482	052	173-196	25-172,197-313	11.248	24.205	18.293
P28482	179	173-196	25-172,197-313	12.848	24.01	17.791
P28482	272	173-196	25-172,197-313	11.517	25.756	21.684
P28482	085	173-196	25-172,197-313	10.985	19.635	9.213
P28482	095	173-196	25-172,197-313	12.609	25.89	22.158
P28482	104	173-196	25-172,197-313	10.889	24.941	23.582
P28482	079	173-196	25-172,197-313	10.364	24.578	22.043
P28482	250	173-196	25-172,197-313	9.476	22.428	19.061
P28482	247	173-196	25-172,197-313	12.914	25.997	21.714
P28482	202	173-196	25-172,197-313	10.078	24.495	23.61
P28482	090	173-196	25-172,197-313	13.617	26.142	19.04
P28482	225	173-196	25-172,197-313	11.96	24.981	21.105
P28482	246	173-196	25-172,197-313	12.572	22.308	14.354
P28482	269	173-196	25-172,197-313	14.336	25.794	22.615
P28482	198	173-196	25-172,197-313	13.13	20.908	7.049
P28482	248	173-196	25-172,197-313	12.949	25.956	22.891
P28482	125	173-196	25-172,197-313	10.491	25.395	22.844
P28482	005	173-196	25-172,197-313	14.061	26.519	18.413
P28482	047	173-196	25-172,197-313	7.645	13.201	4.071
P28482	U10-004	173-196	25-172,197-313	9.099	15.533	3.863
P28482	114	173-196	25-172,197-313	8.081	13.938	4.61
P28482	231	173-196	25-172,197-313	12.304	25.239	15.094
P28482	112	173-196	25-172,197-313	12.657	24.308	17.913
P28482	263	173-196	25-172,197-313	11.15	23.908	16.453
P28482	233	173-196	25-172,197-313	11.743	25.226	21.939
P28482	056	173-196	25-172,197-313	13.11	22.467	11.803
P28482	049	173-196	25-172,197-313	12.775	25.908	19.621
P28482	129	173-196	25-172,197-313	13.376	22.334	10.511
P28482	147	173-196	25-172,197-313	13.677	26.513	23.519
P28482	199	173-196	25-172,197-313	9.344	23.088	19.06
P28482	182	173-196	25-172,197-313	12.735	24.458	21.376
P28482	205	173-196	25-172,197-313	10.447	22.44	14.293
P28482	194	173-196	25-172,197-313	12.955	24.764	21.086
P28482	150	173-196	25-172,197-313	11.594	21.209	13.303
P28482	036	173-196	25-172,197-313	8.562	22.407	20.795
P28482	019	173-196	25-172,197-313	12.355	25.766	23.31
P28482	156	173-196	25-172,197-313	11.425	20.674	14.902
P28482	176	173-196	25-172,197-313	12.299	23.055	16.926
P28482	175	173-196	25-172,197-313	12.828	22.801	15.138
P28482	000	173-196	25-172,197-313	3.836	6.751	3.084
P28482	262	173-196	25-172,197-313	12.192	23.118	15.945
P28482	U10-002	173-196	25-172,197-313	9.105	15.272	3.807
P28482	180	173-196	25-172,197-313	12.544	20.993	5.983
P28482	U10-008	173-196	25-172,197-313	7.612	12.663	3.907
P28482	153	173-196	25-172,197-313	12.61	24.97	22.123
P28482	045	173-196	25-172,197-313	12.36	25.602	21.676
P28482	022	173-196	25-172,197-313	13.063	21.201	15.053
P28482	040	173-196	25-172,197-313	9.857	23.566	18.926
P28482	U10-000	173-196	25-172,197-313	8.711	14.909	3.901
P28482	196	173-196	25-172,197-313	13.112	21.852	14.923
P28482	025	173-196	25-172,197-313	11.443	18.16	4.874
P28482	042	173-196	25-172,197-313	13.193	23.21	16.079
P28482	197	173-196	25-172,197-313	11.599	25.348	19.159
P28482	100	173-196	25-172,197-313	13.19	25.506	20.951
P28482	191	173-196	25-172,197-313	13.361	26.478	22.777
P28482	227	173-196	25-172,197-313	9.689	24.688	19.941
P28482	107	173-196	25-172,197-313	8.327	14.116	4.738
P28482	266	173-196	25-172,197-313	13.006	25.194	17.489
P28482	146	173-196	25-172,197-313	9.232	25.339	24.157
P28482	U100-004	173-196	25-172,197-313	6.083	10.494	3.293
P28482	226	173-196	25-172,197-313	12.44	27.889	23.81
P28482	166	173-196	25-172,197-313	12.237	25.227	22.284
P28482	193	173-196	25-172,197-313	11.239	24.492	22.311
P28482	044	173-196	25-172,197-313	9.436	16.153	5.594
P28482	259	173-196	25-172,197-313	10.529	18.412	6.431
P28482	184	173-196	25-172,197-313	10.81	23.611	21.594
P28482	054	173-196	25-172,197-313	12.801	25.067	19.04
P28482	165	173-196	25-172,197-313	11.653	20.087	6.631
P28482	037	173-196	25-172,197-313	12.881	25.668	20.349
P28482	152	173-196	25-172,197-313	11.958	21.85	13.151
P28482	209	173-196	25-172,197-313	7.588	23.604	22.66
P28482	136	173-196	25-172,197-313	13.207	26.179	22.877
P28482	055	173-196	25-172,197-313	13.546	24.88	17.081
P28482	162	173-196	25-172,197-313	14.234	27.24	23.176
P28482	076	173-196	25-172,197-313	10.853	17.471	4.309
P28482	119	173-196	25-172,197-313	13.435	26.546	22.988
P28482	181	173-196	25-172,197-313	10.969	21.392	15.715
P28482	157	173-196	25-172,197-313	9.448	24.595	23.142
P28482	134	173-196	25-172,197-313	9.88	18.403	4.412
P28482	058	173-196	25-172,197-313	9.745	16.588	4.783
P28482	169	173-196	25-172,197-313	11.229	25.407	21.499
