uniprot	cluster	region_1	region_2	mean_pae_1_1	mean_pae_1_2	mean_pae_2_2
Q51504	U10-002	58-206	247-546	4.619	8.918	3.449
Q51504	U10-009	58-206	247-546	5.303	9.321	3.393
Q51504	U100-000	58-206	247-546	3.306	7.063	3.146
Q51504	U10-007	58-206	247-546	4.929	8.736	3.552
Q51504	U10-008	58-206	247-546	4.427	8.824	3.565
Q51504	U100-001	58-206	247-546	3.357	7.125	3.056
Q51504	005	58-206	247-546	15.894	29.16	23.059
Q51504	026	58-206	247-546	15.264	29.206	24.877
O16025	U100-000	374-490	491-1066	3.272	8.23	5.355
O16025	U10-003	374-490	491-1066	4.096	11.709	6.441
O16025	U10-008	374-490	491-1066	4.875	12.819	6.357
O16025	U100-003	374-490	491-1066	3.102	7.949	5.305
O16025	U100-009	374-490	491-1066	2.953	7.803	5.352
O16025	U100-001	374-490	491-1066	3.524	8.51	5.239
O16025	U100-004	374-490	491-1066	3.308	8.196	5.102
O16025	U100-005	374-490	491-1066	3.066	7.926	5.472
O16025	U10-004	374-490	491-1066	8.867	27.097	7.404
O16025	U10-007	374-490	491-1066	4.251	12.782	6.054
O16025	U10-006	374-490	491-1066	4.103	11.132	6.77
O16025	000	374-490	491-1066	18.188	30.916	28.352
O16025	U10-000	374-490	491-1066	5.266	13.254	7.166
O16025	U100-008	374-490	491-1066	3.049	7.993	5.295
O16025	U10-009	374-490	491-1066	4.429	12.03	7.171
O16025	U10-005	374-490	491-1066	4.478	11.794	6.577
O16025	U100-007	374-490	491-1066	3.056	7.947	5.332
O16025	U100-006	374-490	491-1066	3.196	8.112	5.322
O16025	U10-002	374-490	491-1066	4.189	10.703	6.133
O16025	U100-002	374-490	491-1066	3.052	7.813	5.184
O16025	U10-001	374-490	491-1066	4.107	10.278	7.28
A0A140DJY3	U10-008	32-394	445-522	5.588	8.831	2.121
A0A140DJY3	U10-002	32-394	445-522	4.717	9.736	2.171
A0A140DJY3	U100-003	32-394	445-522	2.935	7.612	2.153
A0A140DJY3	011	32-394	445-522	19.654	27.756	4.384
A0A140DJY3	003	32-394	445-522	23.191	29.72	3.081
A0A140DJY3	017	32-394	445-522	22.902	29.761	15.764
A0A140DJY3	001	32-394	445-522	16.411	25.579	14.761
A0A140DJY3	U100-005	32-394	445-522	3.092	8.142	2.165
A0A140DJY3	U100-002	32-394	445-522	3.715	9.074	2.13
A0A140DJY3	U100-008	32-394	445-522	3.036	6.547	2.063
A0A140DJY3	U10-001	32-394	445-522	3.811	11.084	2.167
A0A140DJY3	018	32-394	445-522	22.51	30.123	16.77
A0A140DJY3	U100-006	32-394	445-522	2.953	9.241	2.165
A0A140DJY3	U10-003	32-394	445-522	5.509	14.751	2.304
A0A140DJY3	002	32-394	445-522	19.581	27.599	4.066
A0A140DJY3	U10-004	32-394	445-522	4.537	12.052	2.302
A0A140DJY3	U100-007	32-394	445-522	2.983	6.441	2.116
A0A140DJY3	014	32-394	445-522	20.04	28.73	16.11
A0A140DJY3	U10-005	32-394	445-522	4.973	9.926	2.168
A0A140DJY3	004	32-394	445-522	21.777	29.038	3.215
A0A140DJY3	009	32-394	445-522	22.162	30.037	16.605
A0A140DJY3	013	32-394	445-522	21.603	29.335	3.29
A0A140DJY3	015	32-394	445-522	22.678	30.929	16.368
A0A140DJY3	U100-000	32-394	445-522	2.953	6.925	2.114
A0A140DJY3	U100-001	32-394	445-522	2.989	7.113	2.113
A0A140DJY3	U10-006	32-394	445-522	4.152	11.11	2.185
A0A140DJY3	U100-004	32-394	445-522	2.937	7.14	2.132
A0A140DJY3	U100-009	32-394	445-522	3.77	9.798	2.151
A0A140DJY3	019	32-394	445-522	22.895	29.825	16.531
A0A140DJY3	006	32-394	445-522	21.371	28.901	5.467
A0A140DJY3	U10-009	32-394	445-522	3.582	13.556	2.242
A0A140DJY3	016	32-394	445-522	20.213	29.833	15.907
A0A140DJY3	U10-000	32-394	445-522	3.523	12.161	2.202
A0A140DJY3	000	32-394	445-522	23.579	29.321	6.16
A0A140DJY3	005	32-394	445-522	19.515	28.245	3.529
A0A140DJY3	012	32-394	445-522	22.145	29.494	5.601
A0A140DJY3	008	32-394	445-522	18.439	28.447	3.322
A0A140DJY3	U10-007	32-394	445-522	4.843	8.754	2.142
A0A140DJY3	010	32-394	445-522	19.85	26.925	5.972
A0A140DJY3	007	32-394	445-522	20.581	27.729	4.572
G0WVH3	015	10-368	425-500	13.885	27.042	3.022
G0WVH3	004	10-368	425-500	13.044	26.659	2.969
G0WVH3	125	10-368	425-500	22.805	29.775	2.803
G0WVH3	188	10-368	425-500	24.366	30.478	4.115
G0WVH3	013	10-368	425-500	20.213	29.245	2.606
G0WVH3	161	10-368	425-500	23.301	29.408	15.561
G0WVH3	051	10-368	425-500	22.301	29.414	2.633
G0WVH3	085	10-368	425-500	19.475	27.719	2.767
G0WVH3	079	10-368	425-500	20.861	28.819	7.029
G0WVH3	172	10-368	425-500	16.23	25.775	2.818
G0WVH3	157	10-368	425-500	9.881	20.52	3.122
G0WVH3	055	10-368	425-500	20.916	29.818	3.511
G0WVH3	046	10-368	425-500	18.592	26.73	3.091
G0WVH3	083	10-368	425-500	21.754	28.98	3.103
G0WVH3	010	10-368	425-500	22.283	28.337	2.59
G0WVH3	165	10-368	425-500	22.504	29.024	3.048
G0WVH3	020	10-368	425-500	14.069	25.051	2.598
G0WVH3	043	10-368	425-500	19.502	28.748	2.806
G0WVH3	162	10-368	425-500	21.629	28.277	3.255
G0WVH3	075	10-368	425-500	21.538	29.338	2.814
G0WVH3	008	10-368	425-500	19.182	24.541	2.75
G0WVH3	124	10-368	425-500	20.811	28.446	2.724
G0WVH3	200	10-368	425-500	22.459	28.387	4.741
G0WVH3	199	10-368	425-500	12.036	22.59	2.726
G0WVH3	143	10-368	425-500	19.985	28.78	3.444
G0WVH3	061	10-368	425-500	20.688	28.68	2.662
G0WVH3	105	10-368	425-500	16.659	27.852	2.593
G0WVH3	141	10-368	425-500	22.89	29.367	6.878
G0WVH3	U100-008	10-368	425-500	2.997	7.618	2.404
G0WVH3	193	10-368	425-500	22.095	29.111	3.086
G0WVH3	194	10-368	425-500	20.642	27.555	2.611
G0WVH3	118	10-368	425-500	14.397	26.152	2.963
G0WVH3	082	10-368	425-500	22.061	28.494	2.716
G0WVH3	062	10-368	425-500	22.116	28.897	3.074
G0WVH3	039	10-368	425-500	23.716	29.417	2.774
G0WVH3	158	10-368	425-500	24.491	29.467	2.601
G0WVH3	091	10-368	425-500	22.378	28.205	2.641
G0WVH3	114	10-368	425-500	18.917	27.984	2.713
G0WVH3	033	10-368	425-500	23.087	29.367	2.717
G0WVH3	119	10-368	425-500	24.778	29.788	2.79
G0WVH3	U100-000	10-368	425-500	3.077	7.631	2.427
G0WVH3	069	10-368	425-500	21.717	28.793	5.737
G0WVH3	138	10-368	425-500	23.131	27.578	2.646
G0WVH3	177	10-368	425-500	12.444	26.321	3.347
G0WVH3	137	10-368	425-500	19.869	29.13	2.564
G0WVH3	090	10-368	425-500	20.68	28.654	2.514
G0WVH3	108	10-368	425-500	22.478	28.757	2.758
G0WVH3	144	10-368	425-500	17.177	27.509	2.985
G0WVH3	112	10-368	425-500	20.597	28.761	2.777
G0WVH3	076	10-368	425-500	23.005	29.034	2.665
G0WVH3	035	10-368	425-500	20.457	28.583	4.491
G0WVH3	116	10-368	425-500	19.312	27.929	2.881
G0WVH3	006	10-368	425-500	10.115	20.599	2.764
G0WVH3	168	10-368	425-500	22.254	28.978	4.137
G0WVH3	126	10-368	425-500	24.971	30.016	2.749
G0WVH3	117	10-368	425-500	22.375	28.225	4.262
G0WVH3	U100-002	10-368	425-500	3.006	6.072	2.413
G0WVH3	023	10-368	425-500	22.373	28.665	2.492
G0WVH3	065	10-368	425-500	20.655	28.754	2.879
G0WVH3	U100-007	10-368	425-500	2.993	4.912	2.322
G0WVH3	U10-002	10-368	425-500	3.728	14.991	2.523
G0WVH3	U100-004	10-368	425-500	2.957	5.874	2.341
G0WVH3	U10-009	10-368	425-500	3.5	6.107	2.568
G0WVH3	151	10-368	425-500	22.443	29.412	2.508
G0WVH3	175	10-368	425-500	17.745	26.903	3.178
G0WVH3	034	10-368	425-500	13.623	25.393	2.65
G0WVH3	060	10-368	425-500	21.163	28.946	4.986
G0WVH3	009	10-368	425-500	21.794	29.129	3.042
G0WVH3	136	10-368	425-500	17.007	27.311	2.621
G0WVH3	180	10-368	425-500	22.055	29.977	14.043
G0WVH3	198	10-368	425-500	20.439	28.821	2.609
G0WVH3	148	10-368	425-500	9.546	19.538	2.543
G0WVH3	176	10-368	425-500	22.993	29.365	2.832
G0WVH3	113	10-368	425-500	21.461	29.454	2.729
G0WVH3	156	10-368	425-500	25.162	30.241	2.788
G0WVH3	191	10-368	425-500	15.663	24.003	2.64
G0WVH3	026	10-368	425-500	21.687	28.577	3.332
G0WVH3	030	10-368	425-500	23.552	29.764	3.958
G0WVH3	154	10-368	425-500	22.625	29.37	3.76
G0WVH3	099	10-368	425-500	17.6	25.053	2.691
G0WVH3	115	10-368	425-500	20.422	27.46	2.972
G0WVH3	063	10-368	425-500	23.001	28.317	2.757
G0WVH3	149	10-368	425-500	15.265	26.461	2.891
G0WVH3	089	10-368	425-500	23.415	28.566	2.613
G0WVH3	080	10-368	425-500	22.859	29.253	2.865
G0WVH3	169	10-368	425-500	23.002	29.252	3.254
G0WVH3	093	10-368	425-500	22.81	29.658	2.971
G0WVH3	045	10-368	425-500	20.902	28.268	2.863
G0WVH3	011	10-368	425-500	24.799	29.845	6.892
G0WVH3	014	10-368	425-500	23.36	29.091	7.386
G0WVH3	U10-008	10-368	425-500	3.527	5.81	2.401
G0WVH3	041	10-368	425-500	14.808	28.073	12.773
G0WVH3	001	10-368	425-500	23.547	29.591	2.699
G0WVH3	186	10-368	425-500	20.864	29.237	8.435
G0WVH3	122	10-368	425-500	11.443	24.018	2.716
G0WVH3	142	10-368	425-500	21.828	29.105	3.162
G0WVH3	053	10-368	425-500	16.637	27.991	2.732
G0WVH3	029	10-368	425-500	23.587	29.654	3.073
G0WVH3	174	10-368	425-500	22.399	29.508	2.622
G0WVH3	021	10-368	425-500	24.033	30.045	2.623
G0WVH3	U10-001	10-368	425-500	3.721	7.182	2.537
G0WVH3	129	10-368	425-500	20.676	29.428	2.942
G0WVH3	U100-006	10-368	425-500	2.986	6.544	2.336
G0WVH3	131	10-368	425-500	23.877	29.603	2.656
G0WVH3	U10-004	10-368	425-500	3.648	9.458	2.499
G0WVH3	155	10-368	425-500	21.458	28.806	2.906
G0WVH3	111	10-368	425-500	25.407	29.959	2.659
G0WVH3	167	10-368	425-500	23.651	29.798	4.783
G0WVH3	016	10-368	425-500	12.27	23.229	2.733
G0WVH3	139	10-368	425-500	23.795	29.786	4.171
G0WVH3	U10-006	10-368	425-500	3.532	14.437	2.416
G0WVH3	005	10-368	425-500	20.374	28.568	2.638
G0WVH3	182	10-368	425-500	16.082	24.618	3.005
G0WVH3	086	10-368	425-500	21.931	27.467	2.897
G0WVH3	007	10-368	425-500	23.996	29.764	7.624
G0WVH3	178	10-368	425-500	22.373	29.948	3.75
G0WVH3	070	10-368	425-500	20.837	28.542	5.766
G0WVH3	048	10-368	425-500	20.228	27.069	2.732
G0WVH3	019	10-368	425-500	20.672	28.27	4.231
G0WVH3	095	10-368	425-500	22.475	28.182	2.577
G0WVH3	123	10-368	425-500	23.903	29.093	2.976
G0WVH3	153	10-368	425-500	23.686	29.392	2.815
G0WVH3	170	10-368	425-500	22.967	29.937	2.659
G0WVH3	U10-000	10-368	425-500	3.615	5.622	2.586
G0WVH3	056	10-368	425-500	18.894	27.725	2.895
G0WVH3	092	10-368	425-500	23.706	29.295	3.671
G0WVH3	100	10-368	425-500	22.101	28.889	5.699
G0WVH3	084	10-368	425-500	23.327	29.426	2.671
G0WVH3	196	10-368	425-500	19.218	27.984	2.658
G0WVH3	054	10-368	425-500	16.228	26.783	2.729
G0WVH3	012	10-368	425-500	23.225	29.664	2.638
G0WVH3	068	10-368	425-500	19.158	26.043	3.28
G0WVH3	031	10-368	425-500	22.592	28.98	2.881
G0WVH3	146	10-368	425-500	21.923	28.093	2.753
G0WVH3	145	10-368	425-500	22.828	29.411	3.034
G0WVH3	022	10-368	425-500	16.153	25.974	2.583
G0WVH3	081	10-368	425-500	21.571	27.901	2.392
G0WVH3	160	10-368	425-500	21.889	29.823	2.81
G0WVH3	042	10-368	425-500	23.688	29.587	2.861
G0WVH3	106	10-368	425-500	20.962	27.149	2.743
G0WVH3	057	10-368	425-500	18.277	27.161	2.786
G0WVH3	U10-003	10-368	425-500	3.708	10.98	2.927
G0WVH3	071	10-368	425-500	21.564	29.289	2.473
G0WVH3	181	10-368	425-500	22.971	29.272	2.785
G0WVH3	197	10-368	425-500	20.667	28.726	2.921
G0WVH3	103	10-368	425-500	22.184	29.846	2.796
G0WVH3	132	10-368	425-500	20.316	26.232	3.134
G0WVH3	025	10-368	425-500	21.68	28.557	8.085
G0WVH3	147	10-368	425-500	23.012	30.347	2.762
G0WVH3	U100-001	10-368	425-500	3.003	5.174	2.358
G0WVH3	097	10-368	425-500	22.866	29.836	2.736
G0WVH3	049	10-368	425-500	13.738	25.514	16.086
G0WVH3	171	10-368	425-500	23.165	29.233	4.133
G0WVH3	047	10-368	425-500	22.398	28.286	2.8
G0WVH3	189	10-368	425-500	24.285	30.233	2.816
G0WVH3	088	10-368	425-500	15.829	26.612	2.467
G0WVH3	195	10-368	425-500	23.686	29.025	2.78
G0WVH3	U100-005	10-368	425-500	2.987	4.882	2.277
G0WVH3	109	10-368	425-500	23.68	29.346	2.594
G0WVH3	000	10-368	425-500	18.149	26.447	3.198
G0WVH3	036	10-368	425-500	17.081	24.009	2.554
G0WVH3	052	10-368	425-500	21.227	28.347	2.979
G0WVH3	120	10-368	425-500	22.712	29.838	4.657
G0WVH3	183	10-368	425-500	23.305	29.996	8.606
G0WVH3	173	10-368	425-500	21.032	27.457	3.053
G0WVH3	078	10-368	425-500	23.063	28.72	6.837
G0WVH3	150	10-368	425-500	23.206	29.408	2.602
G0WVH3	032	10-368	425-500	12.799	24.747	2.821
G0WVH3	038	10-368	425-500	23.338	28.934	2.839
G0WVH3	135	10-368	425-500	23.158	30.079	2.863
G0WVH3	166	10-368	425-500	23.81	29.742	2.647
G0WVH3	044	10-368	425-500	19.018	28.394	2.543
G0WVH3	133	10-368	425-500	22.957	30.017	2.661
G0WVH3	163	10-368	425-500	25.11	30.66	2.821
G0WVH3	024	10-368	425-500	22.849	29.704	3.09
G0WVH3	058	10-368	425-500	24.652	29.622	2.603
G0WVH3	192	10-368	425-500	13.619	24.091	2.495
G0WVH3	U10-005	10-368	425-500	3.444	6.613	2.501
G0WVH3	159	10-368	425-500	23.966	28.413	3.072
G0WVH3	107	10-368	425-500	9.539	18.699	2.843
G0WVH3	102	10-368	425-500	20.968	28.715	15.164
G0WVH3	104	10-368	425-500	16.893	26.946	3.104
G0WVH3	066	10-368	425-500	20.819	27.628	3.353
G0WVH3	094	10-368	425-500	22.238	29.62	2.659
G0WVH3	018	10-368	425-500	20.841	28.277	3.007
G0WVH3	067	10-368	425-500	22.241	28.872	2.655
G0WVH3	127	10-368	425-500	22.31	29.162	2.826
G0WVH3	152	10-368	425-500	24.051	28.839	2.498
G0WVH3	002	10-368	425-500	23.815	29.735	2.908
G0WVH3	059	10-368	425-500	22.624	28.233	2.471
G0WVH3	164	10-368	425-500	22.739	29.832	2.539
G0WVH3	003	10-368	425-500	24.045	29.915	2.825
G0WVH3	187	10-368	425-500	23.322	30.37	2.95
G0WVH3	028	10-368	425-500	23.739	29.966	2.593
G0WVH3	121	10-368	425-500	24.396	29.089	4.064
G0WVH3	098	10-368	425-500	23.29	27.528	11.868
G0WVH3	050	10-368	425-500	20.161	29.104	2.646
G0WVH3	185	10-368	425-500	21.702	28.283	2.701
G0WVH3	072	10-368	425-500	22.33	29.29	2.756
G0WVH3	073	10-368	425-500	23.655	29.545	2.904
G0WVH3	140	10-368	425-500	18.33	26.021	3.044
G0WVH3	040	10-368	425-500	18.057	26.176	2.728
G0WVH3	087	10-368	425-500	21.85	28.672	2.888
G0WVH3	U100-003	10-368	425-500	2.99	5.669	2.391
G0WVH3	184	10-368	425-500	23.783	29.373	2.891
G0WVH3	190	10-368	425-500	24.625	29.347	2.923
G0WVH3	179	10-368	425-500	23.506	29.158	2.9
G0WVH3	064	10-368	425-500	25.185	30.171	7.49
G0WVH3	101	10-368	425-500	19.694	28.739	2.572
G0WVH3	027	10-368	425-500	22.738	29.905	3.137
G0WVH3	096	10-368	425-500	16.168	28.649	2.753
G0WVH3	U10-007	10-368	425-500	3.924	13.287	2.555
G0WVH3	017	10-368	425-500	23.958	29.733	2.671
G0WVH3	U100-009	10-368	425-500	3.091	5.26	2.322
G0WVH3	037	10-368	425-500	22.664	28.667	4.352
G0WVH3	128	10-368	425-500	22.734	28.866	2.915
G0WVH3	077	10-368	425-500	22.129	29.176	3.285
G0WVH3	074	10-368	425-500	13.365	27.3	2.998
G0WVH3	130	10-368	425-500	22.158	27.477	2.802
G0WVH3	134	10-368	425-500	20.355	28.496	2.84
G0WVH3	110	10-368	425-500	22.594	29.636	2.849
E1K248	021	67-210	229-311	5.788	10.14	9.32
E1K248	119	67-210	229-311	9.947	21.199	19.387
E1K248	179	67-210	229-311	9.583	22.391	17.643
E1K248	127	67-210	229-311	12.021	21.412	18.986
E1K248	132	67-210	229-311	9.128	21.455	19.565
E1K248	071	67-210	229-311	12.233	22.617	20.236
E1K248	005	67-210	229-311	6.387	16.183	16.768
E1K248	011	67-210	229-311	5.858	13.549	15.161
E1K248	108	67-210	229-311	10.663	20.782	16.838
E1K248	U10-006	67-210	229-311	5.804	8.94	8.226
E1K248	065	67-210	229-311	8.258	18.499	18.165
E1K248	188	67-210	229-311	10.159	15.365	14.266
E1K248	156	67-210	229-311	11.989	22.095	18.12
E1K248	180	67-210	229-311	9.793	18.672	17.061
E1K248	052	67-210	229-311	11.953	20.816	19.623
E1K248	218	67-210	229-311	10.658	20.497	18.947
E1K248	247	67-210	229-311	11.973	20.346	17.498
E1K248	107	67-210	229-311	10.268	18.462	16.371
E1K248	185	67-210	229-311	9.181	20.653	18.887
E1K248	224	67-210	229-311	8.948	17.925	18.695
E1K248	229	67-210	229-311	8.702	20.481	18.822
E1K248	080	67-210	229-311	13.593	23.428	16.411
E1K248	038	67-210	229-311	10.25	19.362	17.846
E1K248	U10-009	67-210	229-311	6.022	16.585	15.377
E1K248	111	67-210	229-311	10.012	20.101	17.49
E1K248	256	67-210	229-311	14.874	26.041	20.963
E1K248	197	67-210	229-311	9.738	18.0	17.331
E1K248	145	67-210	229-311	7.881	15.044	16.555
E1K248	230	67-210	229-311	10.825	21.515	17.745
E1K248	007	67-210	229-311	5.442	11.422	12.937
E1K248	048	67-210	229-311	9.92	19.813	17.852
E1K248	131	67-210	229-311	10.458	22.138	19.429
E1K248	254	67-210	229-311	12.608	22.326	19.208
E1K248	098	67-210	229-311	14.662	24.734	19.144
E1K248	087	67-210	229-311	13.954	20.899	17.835
E1K248	042	67-210	229-311	7.628	21.119	19.646
E1K248	U100-006	67-210	229-311	2.716	4.238	2.378
E1K248	U100-008	67-210	229-311	2.835	4.484	2.645
E1K248	003	67-210	229-311	9.323	19.058	15.156
E1K248	242	67-210	229-311	7.251	17.004	16.466
E1K248	044	67-210	229-311	9.908	20.309	18.982
E1K248	196	67-210	229-311	11.307	19.892	17.931
E1K248	057	67-210	229-311	10.462	21.911	18.952
E1K248	240	67-210	229-311	12.096	19.397	17.354
E1K248	213	67-210	229-311	11.041	18.924	16.788
E1K248	U10-002	67-210	229-311	6.504	11.239	8.911
E1K248	175	67-210	229-311	11.019	20.142	17.618
E1K248	035	67-210	229-311	9.407	19.785	16.093
E1K248	250	67-210	229-311	10.267	19.383	17.456
E1K248	029	67-210	229-311	11.559	19.82	18.278
E1K248	138	67-210	229-311	12.143	21.687	19.271
E1K248	153	67-210	229-311	7.758	18.148	17.772
E1K248	181	67-210	229-311	11.003	22.813	19.273
E1K248	164	67-210	229-311	13.651	21.905	19.163
E1K248	167	67-210	229-311	11.394	22.614	19.568
E1K248	076	67-210	229-311	11.199	21.82	19.632
E1K248	221	67-210	229-311	8.515	17.963	18.366
E1K248	090	67-210	229-311	9.703	18.304	17.511
E1K248	028	67-210	229-311	7.151	18.362	17.839
E1K248	054	67-210	229-311	13.011	20.113	16.6
E1K248	163	67-210	229-311	11.461	21.257	18.599
E1K248	147	67-210	229-311	5.787	12.481	12.202
E1K248	200	67-210	229-311	12.34	21.393	17.955
E1K248	148	67-210	229-311	12.688	20.084	18.478
E1K248	112	67-210	229-311	9.753	20.854	17.106
E1K248	220	67-210	229-311	11.678	22.891	17.652
E1K248	203	67-210	229-311	9.639	21.076	17.109
E1K248	150	67-210	229-311	9.495	16.229	16.203
E1K248	215	67-210	229-311	11.007	21.802	18.826
E1K248	261	67-210	229-311	11.89	21.364	17.867
E1K248	199	67-210	229-311	11.403	22.484	19.624
E1K248	088	67-210	229-311	11.592	22.179	19.399
E1K248	U100-004	67-210	229-311	3.631	5.258	2.14
E1K248	103	67-210	229-311	9.349	20.707	18.724
E1K248	064	67-210	229-311	10.252	20.226	18.222
E1K248	255	67-210	229-311	12.664	22.081	18.948
E1K248	252	67-210	229-311	12.046	19.603	16.136
E1K248	128	67-210	229-311	10.949	21.459	18.838
E1K248	194	67-210	229-311	8.614	17.725	17.675
E1K248	043	67-210	229-311	8.697	12.81	9.395
E1K248	083	67-210	229-311	8.143	18.556	17.165
E1K248	198	67-210	229-311	10.982	19.158	17.793
E1K248	102	67-210	229-311	11.002	21.858	18.036
E1K248	068	67-210	229-311	10.983	19.547	16.673
E1K248	216	67-210	229-311	10.368	19.236	18.734
E1K248	169	67-210	229-311	10.684	19.899	16.526
E1K248	207	67-210	229-311	12.002	22.379	18.539
E1K248	152	67-210	229-311	12.913	20.931	17.744
E1K248	260	67-210	229-311	10.126	19.848	17.409
E1K248	039	67-210	229-311	9.022	15.36	15.509
E1K248	070	67-210	229-311	9.179	20.241	18.86
E1K248	073	67-210	229-311	11.09	21.421	18.081
E1K248	U100-005	67-210	229-311	3.545	5.185	2.324
E1K248	020	67-210	229-311	6.366	13.09	12.305
E1K248	012	67-210	229-311	13.999	22.216	17.716
E1K248	186	67-210	229-311	11.035	19.862	18.108
E1K248	217	67-210	229-311	9.917	18.477	15.495
E1K248	211	67-210	229-311	8.384	20.206	17.533
E1K248	078	67-210	229-311	10.947	20.564	18.739
E1K248	135	67-210	229-311	12.352	21.859	15.671
E1K248	243	67-210	229-311	11.903	22.321	19.117
E1K248	162	67-210	229-311	12.452	22.128	19.341
E1K248	157	67-210	229-311	11.11	20.556	16.999
E1K248	246	67-210	229-311	12.129	22.136	18.417
E1K248	U10-007	67-210	229-311	5.117	11.892	13.833
E1K248	U10-005	67-210	229-311	8.302	14.008	11.334
E1K248	257	67-210	229-311	12.026	22.413	19.306
E1K248	017	67-210	229-311	6.907	13.91	14.343
E1K248	062	67-210	229-311	7.247	16.807	17.279
E1K248	237	67-210	229-311	9.989	19.343	17.466
E1K248	U100-000	67-210	229-311	2.742	4.206	2.081
E1K248	040	67-210	229-311	10.736	22.891	19.486
E1K248	204	67-210	229-311	10.442	21.774	18.254
E1K248	219	67-210	229-311	10.255	19.724	17.447
E1K248	166	67-210	229-311	12.367	22.224	18.358
E1K248	223	67-210	229-311	11.78	22.463	19.494
E1K248	187	67-210	229-311	8.794	19.485	19.025
E1K248	130	67-210	229-311	11.22	22.762	17.768
E1K248	047	67-210	229-311	12.156	22.368	18.004
E1K248	133	67-210	229-311	10.63	22.546	19.001
E1K248	205	67-210	229-311	7.451	12.611	11.274
E1K248	239	67-210	229-311	10.84	20.527	19.742
E1K248	001	67-210	229-311	10.695	23.061	19.525
E1K248	U10-000	67-210	229-311	5.715	13.172	15.717
E1K248	099	67-210	229-311	9.482	18.073	18.828
E1K248	004	67-210	229-311	9.499	19.244	17.384
E1K248	118	67-210	229-311	12.574	21.153	17.352
E1K248	149	67-210	229-311	12.963	23.925	18.64
E1K248	096	67-210	229-311	10.532	18.802	17.333
E1K248	142	67-210	229-311	10.481	19.896	16.689
E1K248	072	67-210	229-311	12.751	22.318	19.839
E1K248	U100-001	67-210	229-311	2.96	4.442	2.231
E1K248	059	67-210	229-311	15.174	23.844	20.696
E1K248	053	67-210	229-311	9.113	19.276	18.599
E1K248	074	67-210	229-311	11.832	23.82	18.263
E1K248	214	67-210	229-311	10.647	21.222	17.768
E1K248	209	67-210	229-311	11.231	18.697	15.269
E1K248	160	67-210	229-311	13.675	21.639	18.692
E1K248	151	67-210	229-311	12.817	22.772	18.998
E1K248	233	67-210	229-311	11.476	22.141	19.264
E1K248	008	67-210	229-311	11.982	23.345	19.838
E1K248	193	67-210	229-311	10.075	20.023	18.638
E1K248	170	67-210	229-311	11.461	20.546	16.544
E1K248	000	67-210	229-311	5.224	12.494	12.299
E1K248	100	67-210	229-311	11.584	20.388	16.112
E1K248	023	67-210	229-311	9.73	19.336	18.573
E1K248	114	67-210	229-311	12.963	23.858	21.674
E1K248	206	67-210	229-311	13.171	22.531	18.768
E1K248	258	67-210	229-311	12.133	23.984	19.987
E1K248	141	67-210	229-311	13.191	21.364	16.862
E1K248	253	67-210	229-311	9.974	19.896	17.685
E1K248	010	67-210	229-311	8.518	17.732	16.293
E1K248	094	67-210	229-311	15.582	24.792	22.131
E1K248	262	67-210	229-311	11.842	22.129	19.187
E1K248	182	67-210	229-311	9.613	18.736	17.557
E1K248	110	67-210	229-311	9.889	23.147	18.492
E1K248	122	67-210	229-311	12.679	22.025	19.292
E1K248	018	67-210	229-311	8.909	15.187	14.773
E1K248	212	67-210	229-311	12.06	20.97	18.386
E1K248	093	67-210	229-311	9.885	15.332	14.99
E1K248	143	67-210	229-311	10.044	20.536	18.025
E1K248	171	67-210	229-311	14.152	23.293	19.251
E1K248	015	67-210	229-311	5.916	15.768	17.914
E1K248	236	67-210	229-311	10.223	19.529	17.97
E1K248	U100-007	67-210	229-311	3.465	4.992	2.207
E1K248	245	67-210	229-311	10.305	19.744	17.105
E1K248	022	67-210	229-311	9.663	19.807	18.098
E1K248	137	67-210	229-311	13.884	23.064	19.403
E1K248	144	67-210	229-311	8.636	18.315	16.709
E1K248	097	67-210	229-311	15.391	24.233	17.562
E1K248	U10-008	67-210	229-311	4.661	9.619	9.784
E1K248	045	67-210	229-311	9.257	16.108	14.88
E1K248	195	67-210	229-311	11.589	22.285	20.812
E1K248	101	67-210	229-311	16.89	25.097	18.785
E1K248	069	67-210	229-311	9.255	21.078	19.502
E1K248	222	67-210	229-311	11.08	22.015	19.671
E1K248	202	67-210	229-311	9.758	19.944	17.726
E1K248	134	67-210	229-311	12.507	20.126	16.289
E1K248	066	67-210	229-311	7.952	19.113	17.58
E1K248	060	67-210	229-311	9.134	19.67	18.358
E1K248	092	67-210	229-311	12.946	21.515	18.9
E1K248	159	67-210	229-311	9.714	21.574	20.64
E1K248	026	67-210	229-311	7.397	14.214	14.969
E1K248	081	67-210	229-311	10.396	20.718	18.941
E1K248	019	67-210	229-311	11.006	21.564	18.886
E1K248	041	67-210	229-311	10.398	18.437	15.888
E1K248	238	67-210	229-311	11.247	20.511	17.955
E1K248	116	67-210	229-311	11.573	20.981	19.355
E1K248	106	67-210	229-311	9.622	23.384	21.258
E1K248	136	67-210	229-311	8.63	18.08	17.057
E1K248	113	67-210	229-311	14.898	24.344	17.991
E1K248	126	67-210	229-311	11.911	23.223	19.008
E1K248	089	67-210	229-311	11.455	21.27	17.778
E1K248	232	67-210	229-311	10.81	20.394	18.105
E1K248	184	67-210	229-311	7.155	12.309	10.753
